u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5,u6,v6,u7,v7
76.0,44.0,31.0,44.0,32.0,66.0,54.0,66.0,76.5,66.0,33.0,89.0,75.0,88.0,54.0,44.0
76.0,44.0,31.0,44.0,31.0,66.0,54.0,66.0,76.5,66.0,33.0,89.0,75.0,88.0,54.0,44.0
76.5,44.0,31.0,44.0,32.0,66.0,54.5,66.0,76.5,66.0,33.0,89.0,75.0,88.0,54.0,44.0
76.5,44.0,31.0,44.0,32.0,66.0,54.5,66.0,76.5,66.0,32.5,89.0,75.0,88.0,53.0,44.0
76.5,44.0,31.0,44.0,32.0,66.0,54.5,66.0,76.5,66.0,33.0,89.0,75.0,88.0,53.0,44.0
76.5,44.0,31.0,44.0,31.5,66.0,54.5,66.0,76.0,66.0,33.0,89.0,75.0,88.0,53.5,44.0
77.0,44.0,31.0,44.0,31.5,66.0,54.5,66.0,76.0,66.0,33.0,89.0,75.0,88.0,53.5,44.0
77.0,44.0,31.0,44.0,32.0,66.0,55.0,66.0,76.0,66.0,32.5,88.5,75.0,88.0,53.5,44.0
76.5,44.0,31.5,44.0,32.0,66.0,55.0,66.0,76.0,66.0,33.0,88.0,75.5,88.0,53.5,44.0
76.5,43.5,32.0,44.0,32.0,66.0,55.0,66.0,76.5,66.0,33.0,88.0,75.5,88.0,53.5,43.5
77.0,44.0,32.0,44.0,33.0,66.0,55.0,66.0,77.0,66.0,33.0,88.0,76.0,88.0,53.5,43.5
77.0,43.5,32.0,44.0,33.0,66.0,54.5,66.0,77.0,66.0,33.0,88.0,76.5,88.0,54.0,43.5
77.5,43.5,32.5,44.0,33.0,65.5,55.0,65.5,77.0,66.0,33.0,88.0,76.5,88.0,54.0,43.5
78.0,43.0,33.0,44.0,32.5,66.0,55.5,65.5,77.5,65.5,33.0,88.0,77.0,88.0,54.0,44.0
77.5,43.5,33.0,44.0,33.0,65.5,55.5,65.5,78.0,65.5,33.0,88.0,77.0,88.0,55.5,43.5
78.0,43.0,33.0,43.5,33.5,65.5,56.0,66.0,77.5,65.5,34.0,88.0,77.0,88.0,55.5,43.5
78.0,43.0,34.0,43.0,33.5,65.5,56.0,66.0,78.5,65.5,34.5,88.0,77.0,88.0,56.0,43.0
78.0,43.0,34.0,43.0,34.5,65.5,56.0,66.0,78.5,65.5,35.0,88.0,77.0,87.5,56.0,43.0
78.0,43.0,34.0,43.5,34.5,65.5,56.0,66.0,78.5,65.5,35.0,88.0,77.0,87.5,56.0,44.0
78.0,43.0,34.5,43.0,35.0,65.0,56.5,65.5,78.5,65.0,35.5,87.5,78.5,87.5,56.5,44.0
80.0,43.0,35.0,43.5,35.5,65.5,58.0,66.0,80.0,65.0,36.0,88.0,79.0,87.0,58.0,44.0
81.0,43.0,35.5,43.5,36.0,65.0,58.0,66.0,80.5,65.0,36.5,87.5,79.0,87.0,57.0,44.0
81.0,43.0,36.0,43.5,36.5,65.5,59.0,65.0,81.0,65.0,37.0,88.0,80.0,87.0,58.0,43.0
81.5,43.0,36.5,43.0,37.0,65.5,59.5,65.5,81.5,65.5,38.0,87.5,81.0,88.0,58.0,43.0
82.0,43.0,37.0,43.5,37.0,65.0,60.0,65.5,82.0,65.0,38.0,87.0,81.5,87.5,59.0,43.0
82.5,42.5,37.5,43.0,38.0,65.0,60.0,65.0,82.5,65.5,39.0,88.0,81.5,87.5,60.0,43.0
83.0,43.0,38.0,43.0,38.5,65.5,60.5,65.0,83.0,66.0,39.5,87.5,82.0,87.5,60.0,43.0
84.0,43.0,38.5,43.0,38.5,65.5,61.0,65.0,83.0,65.0,39.5,87.5,82.5,87.5,60.5,43.5
84.0,43.0,39.0,43.0,39.0,65.5,61.0,65.0,83.5,65.0,40.0,87.0,83.0,87.0,61.0,43.0
84.0,43.0,39.0,43.0,39.0,65.0,62.0,65.0,84.0,65.0,40.0,87.0,83.5,87.5,62.0,43.0
84.5,42.5,40.0,43.0,40.0,65.0,62.5,65.0,84.5,65.0,40.5,87.0,84.0,87.0,62.0,43.0
84.5,42.5,40.0,43.0,40.0,65.0,63.0,65.0,85.0,65.0,41.0,87.0,84.0,87.0,62.0,43.0
85.0,42.5,40.0,43.0,40.0,65.0,63.0,65.0,85.0,65.0,42.0,87.0,84.0,87.0,62.0,43.0
85.0,43.0,40.0,43.0,41.0,65.0,63.0,65.0,85.0,65.0,42.0,87.0,84.0,87.0,62.0,43.0
85.5,42.5,40.0,43.0,41.0,65.0,63.0,65.0,85.0,65.0,42.0,87.0,84.5,86.5,62.0,43.0
86.0,43.0,41.0,43.0,41.0,65.0,63.0,65.0,85.0,65.0,42.0,87.0,84.5,86.5,63.0,43.0
86.0,43.0,41.0,43.0,41.5,65.5,63.0,65.0,85.0,65.0,42.5,86.5,85.0,87.0,63.0,43.0
86.0,42.0,42.0,42.0,42.0,65.0,63.0,65.0,85.5,65.0,42.5,86.5,85.0,87.0,63.0,43.0
86.0,42.0,42.0,43.0,42.0,65.0,64.0,66.0,86.0,65.0,43.0,87.0,86.0,87.0,63.5,43.0
86.5,42.5,41.5,43.0,42.0,65.0,64.0,66.0,86.0,65.5,43.0,87.0,86.0,87.0,63.0,43.0
87.0,42.0,42.0,43.0,42.0,65.0,64.0,66.0,86.0,65.0,43.0,87.0,86.0,87.0,63.0,43.0
87.0,42.0,42.0,43.5,42.0,65.0,64.0,66.0,86.0,65.0,43.0,87.0,86.0,87.0,63.5,43.5
87.0,42.0,42.5,42.5,42.0,65.0,64.0,66.0,86.0,65.0,43.5,87.0,86.0,87.0,64.0,43.0
87.0,42.0,42.5,42.5,42.0,65.0,64.0,66.0,86.5,65.0,43.5,87.0,86.5,87.0,64.0,43.0
88.0,42.0,43.0,42.0,42.5,65.0,65.0,64.0,88.0,65.0,44.0,87.0,87.0,87.0,64.5,42.5
88.0,42.0,42.5,42.5,42.5,65.0,65.0,64.5,88.0,65.0,44.0,87.0,87.0,87.0,64.5,42.5
88.5,42.0,43.0,42.0,43.0,65.0,66.0,64.0,88.0,65.0,44.0,87.0,87.0,87.0,64.5,42.5
89.0,42.0,43.0,42.0,43.0,65.0,66.0,64.0,88.0,65.0,44.0,87.0,87.5,87.0,64.5,42.0
89.0,42.0,43.0,42.0,43.0,64.0,65.5,64.0,88.0,65.0,44.0,87.0,88.0,87.0,64.0,42.5
89.0,42.0,43.0,42.0,43.0,64.0,65.5,64.0,88.0,65.0,44.0,87.0,88.0,87.0,64.0,42.5
89.0,42.0,43.0,42.0,43.0,64.0,65.5,64.0,88.0,65.0,44.0,87.0,88.0,87.0,64.0,42.5
89.0,42.0,43.0,42.0,43.0,64.0,65.5,64.0,88.0,65.0,44.0,87.0,88.0,87.0,64.0,42.0
89.0,42.0,43.0,42.0,43.0,64.0,65.5,64.0,88.0,65.0,44.0,87.0,88.0,87.0,64.0,42.0
89.0,42.0,43.0,42.0,43.0,64.0,65.0,64.0,88.0,65.0,44.0,87.0,88.0,87.0,64.0,42.0
88.5,42.0,43.0,42.0,43.0,64.0,65.0,64.0,88.0,65.0,44.0,87.0,87.5,87.0,64.0,42.5
88.0,42.0,43.0,42.0,43.0,64.0,65.0,64.0,88.0,64.5,44.0,87.0,87.0,87.0,64.0,42.5
88.0,42.0,42.5,42.5,43.0,64.0,65.0,64.0,88.0,64.5,44.0,87.0,87.0,87.0,64.0,42.5
87.0,42.0,42.5,42.5,43.0,64.0,65.0,64.0,88.0,64.0,44.0,87.0,87.0,87.0,64.0,42.0
87.0,42.0,42.0,42.0,42.5,64.5,64.5,64.0,88.0,64.0,43.0,87.0,86.0,87.0,64.0,42.0
87.0,42.0,42.0,42.0,42.5,64.5,64.5,64.0,88.0,64.0,43.0,86.5,86.0,87.0,64.0,43.5
86.5,41.5,41.5,42.0,42.0,64.0,64.0,64.0,87.0,64.0,42.5,86.5,86.0,87.0,63.0,43.5
86.0,41.0,41.0,42.0,42.0,64.5,64.0,64.0,86.0,64.0,42.0,87.0,85.0,87.0,63.0,43.0
86.0,41.0,41.0,42.0,41.0,64.0,64.0,64.0,86.0,64.0,42.0,87.0,85.0,87.0,62.0,42.0
86.0,42.0,41.0,42.0,41.0,65.0,64.0,64.0,86.0,64.0,42.0,87.0,85.0,86.5,63.0,42.0
86.0,41.0,40.0,42.5,41.0,64.5,63.5,64.0,86.0,64.0,42.0,87.0,84.5,86.5,62.0,43.0
85.0,42.0,40.0,42.0,41.0,64.5,63.0,64.0,85.0,64.0,42.0,87.0,84.0,86.5,62.0,42.5
85.0,42.0,39.5,42.0,40.0,64.0,63.0,64.0,85.0,64.0,41.0,86.5,84.0,87.0,62.0,43.5
85.0,42.0,39.5,42.0,40.0,64.0,62.0,64.0,84.5,64.5,41.0,86.0,84.0,86.5,61.0,42.0
85.0,42.0,39.5,42.0,40.0,64.0,62.0,64.0,84.0,64.0,40.0,86.5,83.5,86.5,61.0,42.0
84.0,41.0,38.5,42.0,39.0,64.0,62.0,64.0,84.0,64.0,40.0,86.0,83.0,86.0,61.0,42.0
84.0,41.0,38.0,42.0,38.0,64.0,61.0,64.0,84.0,64.0,39.0,86.0,82.0,86.0,61.0,42.0
83.5,41.0,38.0,42.0,38.0,64.0,61.0,63.5,83.0,64.0,39.0,86.0,82.0,86.0,60.0,42.0
83.0,41.0,37.0,42.0,37.0,63.5,60.0,63.5,83.0,64.0,38.0,86.0,81.5,86.0,60.0,42.0
82.0,41.0,36.0,41.5,37.0,63.5,59.5,63.5,82.0,63.5,38.0,86.0,81.0,86.0,59.0,42.0
82.0,41.0,35.5,41.5,36.0,63.0,59.0,63.5,81.5,63.5,38.0,86.0,80.5,86.0,59.0,42.0
81.0,41.0,35.5,41.0,35.5,63.5,59.0,64.0,81.0,63.5,37.0,86.0,80.0,86.0,58.0,42.0
81.0,41.0,35.0,41.5,35.5,63.5,57.5,63.5,81.0,63.5,36.0,86.0,79.5,86.0,58.0,42.0
80.5,41.0,35.0,41.0,35.5,63.5,57.5,63.5,80.0,63.5,36.0,86.0,79.0,86.0,58.0,42.0
80.0,41.0,34.0,41.0,34.0,63.5,57.5,63.5,79.5,63.5,35.0,86.0,79.0,86.0,57.0,42.0
79.0,41.0,34.0,41.0,34.0,63.5,57.0,63.0,79.5,63.5,35.0,86.0,78.0,86.0,56.5,41.5
79.0,41.0,33.0,41.0,34.0,63.0,57.0,63.0,79.0,63.0,35.0,86.0,78.0,86.0,56.0,42.0
79.0,41.0,33.0,41.0,34.0,63.0,56.0,63.0,79.0,63.0,34.0,86.0,77.0,86.0,56.5,42.0
79.0,41.0,33.0,41.0,33.5,63.0,56.0,63.0,78.5,63.0,34.0,86.0,77.0,86.0,56.0,41.0
