u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5,u6,v6,u7,v7
85.0,42.0,40.0,43.0,41.0,65.0,63.0,64.0,85.0,65.0,42.0,87.0,84.5,86.5,62.0,43.0
84.5,42.5,40.0,42.0,41.0,64.0,62.5,64.5,85.0,65.0,41.0,86.5,84.0,87.0,62.0,43.0
85.0,41.0,40.5,41.5,41.0,64.0,63.0,64.0,85.0,63.5,41.0,86.0,84.0,86.0,62.0,42.0
85.0,40.0,40.0,41.0,41.0,63.0,63.0,63.0,85.0,63.0,42.0,85.0,84.0,85.0,62.0,42.0
85.5,39.0,40.5,39.5,41.0,62.0,63.0,62.0,85.0,62.0,42.0,84.0,84.5,84.5,62.0,40.0
85.0,39.0,40.0,40.0,39.5,61.5,63.0,62.0,85.0,62.0,41.0,84.0,83.0,84.0,61.5,39.5
85.0,38.0,40.0,39.0,40.0,61.0,62.5,60.5,84.5,60.5,42.0,83.0,84.0,83.0,61.5,39.0
85.0,38.0,40.0,38.0,40.5,60.5,62.5,60.5,85.0,60.0,42.0,82.5,84.0,82.5,62.0,39.5
85.0,38.0,40.0,38.5,40.0,61.0,62.5,60.5,84.5,60.5,41.0,83.0,84.0,83.0,61.5,39.0
85.0,38.0,40.0,38.0,41.0,60.0,62.5,60.5,85.0,60.0,41.0,82.0,84.0,83.0,62.0,39.0
85.0,38.0,40.0,38.0,40.0,61.0,62.0,60.5,84.5,60.5,41.0,82.0,84.0,83.0,61.0,39.0
84.0,39.0,39.0,39.0,39.0,61.0,62.0,61.0,84.0,61.0,40.5,83.5,83.0,83.0,61.0,39.0
84.5,38.5,39.0,39.0,39.5,61.5,62.0,61.0,84.0,61.0,40.5,83.5,83.5,83.5,61.0,39.0
84.0,39.0,39.0,40.0,39.0,62.0,61.5,61.5,84.0,62.0,40.0,84.0,83.0,84.0,61.0,40.0
85.0,39.0,40.0,39.5,40.0,62.0,62.0,62.0,85.0,62.0,41.0,84.0,84.0,84.0,62.0,40.0
85.0,38.0,40.0,38.5,40.0,61.0,62.5,60.5,84.5,60.5,41.5,83.0,84.0,83.0,62.0,40.0
86.0,38.5,41.0,39.0,41.0,61.0,63.0,61.0,85.5,61.0,42.0,83.0,84.5,83.0,63.0,40.0
86.0,39.5,41.0,39.5,41.0,62.0,63.0,62.0,85.0,62.0,42.0,84.0,84.5,84.5,63.0,40.0
85.0,39.0,40.0,39.0,41.0,61.5,63.0,62.0,85.0,61.0,41.0,84.0,84.0,84.0,62.5,40.0
86.0,39.5,41.0,39.5,41.0,62.0,63.0,61.5,85.0,62.0,42.0,84.0,84.5,84.5,63.0,40.0
85.0,39.5,40.0,40.0,41.0,62.0,63.0,62.0,85.0,62.0,41.5,84.0,84.0,84.0,62.5,40.0
85.0,40.0,40.0,40.0,40.0,62.5,62.5,62.5,85.0,62.0,41.0,85.0,84.0,85.0,62.0,41.0
85.0,40.0,40.0,41.0,40.5,63.0,63.0,63.0,85.0,63.0,41.0,86.0,84.0,85.5,62.0,42.0
86.0,40.5,41.0,41.0,41.0,63.0,64.0,63.0,86.0,63.0,42.0,85.0,85.0,85.0,62.0,41.0
86.0,40.0,40.5,40.0,41.0,62.0,63.0,62.0,85.0,62.0,42.0,84.0,84.5,84.5,63.0,40.0
85.0,40.0,40.0,40.0,40.5,62.5,62.5,62.5,84.5,62.5,41.0,85.0,84.0,85.0,62.0,41.0
86.0,40.0,41.0,41.0,41.0,63.0,63.0,63.0,85.5,63.0,42.0,85.0,84.5,84.5,62.0,41.0
86.0,41.0,41.0,42.0,41.0,64.0,63.0,63.5,85.0,64.0,42.0,86.5,84.5,86.5,62.0,42.0
86.0,41.0,41.0,41.0,41.0,64.0,63.0,63.0,85.0,64.0,42.0,86.0,84.5,86.5,62.0,42.0
86.0,41.0,41.0,41.5,41.0,64.0,63.0,64.0,86.0,64.0,42.0,86.5,85.0,86.0,63.0,42.0
86.0,42.0,41.0,42.0,42.0,64.5,64.0,64.0,86.0,64.0,42.5,86.5,85.0,87.0,63.0,42.5
87.5,41.5,42.0,42.0,42.0,64.0,64.0,64.0,87.0,64.0,43.0,86.0,86.0,86.0,63.5,42.0
88.0,41.0,42.0,41.0,42.5,63.0,65.0,63.0,88.0,63.0,43.5,85.5,87.0,85.0,64.0,42.0
88.0,41.0,42.5,41.0,43.0,64.0,65.5,63.5,87.5,63.5,43.5,85.5,87.0,85.5,64.0,42.0
87.0,42.0,42.0,42.0,43.0,64.0,65.0,64.0,87.5,64.0,43.0,86.0,86.0,86.0,64.0,42.0
88.0,41.0,43.0,41.0,42.5,63.0,65.5,63.5,87.5,64.0,43.5,85.5,87.0,86.0,64.5,41.0
87.0,42.0,42.0,42.0,42.5,64.5,65.0,64.0,87.0,64.0,43.0,86.0,86.5,86.0,64.0,42.0
87.0,42.0,42.0,43.0,42.0,65.0,64.0,64.0,87.0,64.0,43.0,86.5,86.0,87.0,64.0,44.0
87.0,42.0,42.0,43.0,42.0,65.0,64.5,64.5,87.0,65.0,43.0,87.0,86.0,87.0,64.0,44.0
87.0,43.0,43.0,43.0,42.5,65.0,65.0,65.0,87.5,65.5,43.0,88.0,87.0,88.0,64.0,44.0
89.0,43.0,43.0,43.0,43.0,65.0,65.5,65.0,88.0,65.0,44.0,87.0,88.0,87.0,64.5,43.0
89.0,43.0,43.0,44.0,43.5,65.5,65.5,65.5,88.0,66.0,44.0,87.5,87.5,87.5,65.0,44.0
88.0,43.0,42.5,43.0,43.0,65.0,65.5,65.0,88.0,65.0,44.0,87.0,87.5,87.5,64.0,43.5
87.0,43.0,42.0,44.0,42.0,65.0,65.0,65.0,87.5,65.5,43.0,88.0,86.0,87.0,64.0,44.0
87.0,43.0,42.0,44.0,42.0,65.0,65.0,65.0,87.5,65.5,43.0,88.0,86.0,87.0,64.0,44.0
87.0,43.0,42.0,43.0,42.0,65.0,65.0,65.0,87.0,65.0,43.0,87.0,86.0,87.0,64.0,44.0
87.0,43.0,41.5,43.0,42.0,65.0,64.0,66.0,87.0,65.0,43.0,88.0,85.5,87.5,64.0,44.0
86.5,42.5,42.0,43.0,42.0,65.0,64.0,66.0,86.0,65.0,43.0,88.0,85.0,88.0,64.0,44.0
87.0,42.0,42.0,43.0,42.0,65.0,64.0,65.0,87.0,65.0,43.0,87.0,86.0,87.0,64.0,44.0
86.0,42.0,41.5,42.0,42.0,64.5,64.0,64.0,86.0,64.0,42.5,86.5,85.0,86.0,64.0,43.5
86.0,42.0,41.0,43.0,41.0,64.5,63.5,64.5,86.0,65.0,42.0,87.0,84.5,86.5,63.0,43.0
85.0,42.0,40.0,42.5,41.0,64.0,63.0,64.0,85.0,64.0,42.0,87.0,84.0,86.0,62.0,44.0
85.0,41.0,40.0,42.0,40.0,64.0,62.5,64.0,85.0,64.0,41.0,86.0,83.5,85.5,62.0,42.0
85.0,41.0,40.0,42.0,40.0,63.5,63.0,64.0,85.0,64.0,41.0,86.0,84.0,86.0,62.0,42.0
85.0,40.0,40.0,41.0,40.5,63.0,63.0,63.0,85.0,63.0,41.0,85.5,84.0,85.0,62.0,42.0
85.0,40.5,40.0,41.0,40.5,63.0,63.0,63.0,85.0,63.0,41.0,86.0,84.0,85.0,62.0,42.0
85.0,40.0,40.0,41.0,41.0,62.5,63.0,63.0,85.0,63.0,41.0,85.0,84.0,85.0,62.0,42.0
85.0,40.0,40.0,40.0,41.0,62.0,62.5,62.5,84.5,62.5,41.5,85.0,84.0,85.0,62.0,42.0
85.0,39.0,40.0,39.0,40.0,61.0,63.0,61.0,85.0,61.0,41.5,83.5,84.0,84.0,62.0,40.0
85.0,39.0,40.0,39.0,40.0,61.0,63.0,61.0,85.0,61.0,41.5,83.5,84.0,84.0,62.0,39.5
84.5,38.5,40.0,39.0,40.0,61.0,62.5,61.0,84.0,61.0,41.0,83.5,83.5,83.5,62.0,39.0
84.0,38.0,39.0,39.0,39.0,61.0,61.0,61.0,84.0,61.0,40.0,83.0,83.0,83.0,61.0,39.0
83.0,39.0,38.0,39.0,38.0,61.0,60.5,61.5,83.0,61.0,39.0,83.5,82.0,83.0,60.0,39.5
82.5,39.5,37.5,40.0,38.0,62.0,60.0,62.0,82.0,62.0,38.5,84.0,81.0,84.0,60.0,40.0
82.0,39.5,37.5,40.0,37.0,61.0,60.0,62.0,82.0,62.0,38.5,84.0,81.0,84.0,60.0,40.0
82.0,40.0,37.0,40.0,37.0,62.0,59.0,62.0,81.5,62.0,38.0,84.0,80.5,84.5,59.0,40.5
82.0,40.0,37.0,41.0,36.0,63.0,59.0,63.0,81.0,63.0,38.0,85.0,80.5,85.0,59.0,41.0
82.0,40.0,37.0,41.0,37.0,62.0,60.0,62.0,82.0,62.0,38.0,84.0,80.5,84.5,59.0,82.0
82.0,40.0,36.0,40.0,37.0,62.0,59.0,62.0,81.0,61.5,38.0,84.0,80.5,84.0,59.0,123.0
81.0,40.0,36.0,41.0,36.0,63.0,58.5,63.0,80.5,63.0,37.0,85.0,80.0,85.0,59.0,123.0
81.0,41.0,36.0,42.0,36.0,64.0,58.5,63.5,80.5,63.5,37.0,85.5,80.0,85.5,58.0,42.0
80.0,41.0,35.0,42.0,35.5,63.5,57.5,63.5,79.5,63.5,35.5,85.5,79.0,85.5,58.0,42.0
80.0,41.0,35.0,42.0,35.5,63.5,58.0,63.5,80.0,63.5,36.5,85.5,79.5,85.5,58.0,42.0
81.0,41.5,36.5,42.0,36.0,64.0,58.5,63.5,81.0,64.0,37.0,86.0,80.0,86.0,59.0,123.0
80.5,42.0,36.0,43.0,36.0,64.5,58.5,64.0,81.0,64.0,37.0,87.0,80.0,87.0,59.0,43.0
80.5,43.0,35.5,43.0,36.0,65.0,58.5,65.0,80.5,65.0,37.0,87.0,80.0,87.0,58.5,44.0
80.0,43.0,35.0,43.0,35.0,65.0,58.0,65.0,80.0,65.0,36.0,87.0,78.5,87.0,57.5,43.5
79.0,44.0,34.0,43.5,34.0,65.0,57.0,65.5,79.0,65.5,35.0,87.5,77.5,87.5,57.0,83.5
78.0,43.0,34.0,43.0,34.0,65.0,56.0,65.0,78.0,65.0,34.0,87.0,77.0,87.0,56.5,44.0
78.0,42.0,33.0,43.0,33.0,64.0,56.0,64.0,78.0,64.0,34.0,86.0,77.0,87.0,55.0,43.0
79.0,43.0,34.0,43.0,34.0,65.0,56.5,64.5,78.0,65.0,34.5,86.5,77.0,87.0,56.0,43.0
78.5,42.5,34.0,43.0,34.0,65.0,56.0,64.0,78.0,64.5,34.5,86.5,77.0,87.0,56.0,43.0
78.5,42.5,34.0,43.0,34.0,65.0,56.5,64.5,78.0,65.0,34.5,86.5,77.0,87.0,56.0,44.0
78.0,42.0,34.0,42.0,33.5,64.0,56.0,64.0,78.0,64.0,34.0,86.0,77.0,86.0,56.0,42.0
77.0,42.0,33.0,43.0,33.0,64.0,56.0,65.0,78.0,65.0,34.0,86.5,76.5,86.5,55.0,43.0
77.0,42.5,32.0,43.0,32.5,64.5,55.0,65.0,77.0,64.0,33.0,86.5,76.0,87.0,55.0,44.0
77.0,43.0,32.0,43.0,32.0,65.0,55.0,65.0,77.0,65.0,33.0,87.0,76.0,87.5,55.0,44.0
78.0,44.0,33.0,44.5,33.0,66.0,55.5,65.5,77.0,66.0,33.0,88.0,76.5,88.0,55.5,45.5
77.0,44.0,32.0,44.0,32.5,66.0,55.0,65.5,77.0,65.5,33.0,88.0,76.0,88.0,55.0,44.0
77.0,44.0,32.0,45.0,32.0,66.0,55.0,66.0,76.0,66.0,33.0,88.0,75.5,88.0,55.0,46.0
76.5,44.0,32.0,44.5,32.0,66.0,54.5,66.0,76.0,66.0,32.5,88.5,75.0,88.0,54.0,45.0
76.5,44.5,32.0,45.0,32.0,66.5,54.5,66.5,76.5,66.5,32.5,88.5,75.0,89.0,55.0,46.0
76.0,45.0,32.0,46.0,32.0,68.0,54.5,67.5,76.5,67.5,33.0,90.0,76.0,89.0,55.0,46.0
76.5,44.5,31.0,45.0,32.0,68.0,54.0,67.0,76.0,67.0,32.0,90.0,75.0,89.5,55.0,46.0
77.0,45.0,31.5,45.0,31.5,67.0,54.5,66.5,76.0,67.0,32.0,89.5,75.0,89.5,54.0,45.0
76.0,44.0,30.5,44.5,31.0,66.0,54.0,66.0,76.0,66.0,32.0,88.0,75.0,88.0,54.0,44.0
76.0,44.0,31.0,44.0,31.5,66.0,54.0,66.0,76.0,66.0,32.0,88.0,75.0,88.0,54.0,45.0
77.0,44.0,32.0,44.5,32.0,66.0,54.5,66.5,76.5,66.0,32.0,88.0,75.0,88.0,55.0,45.5
77.0,44.0,32.0,44.0,32.0,66.0,55.0,66.0,77.0,66.0,33.0,88.0,76.0,88.0,55.0,45.5
77.0,44.0,32.0,44.0,32.0,65.5,55.0,66.0,77.0,66.0,33.0,88.0,76.0,88.0,55.0,44.0
77.5,44.0,33.0,44.0,33.0,66.0,55.0,66.0,77.0,66.0,33.0,88.0,76.5,88.0,55.0,45.5
78.0,43.0,33.0,44.0,33.5,65.5,55.5,65.5,77.5,65.5,34.0,87.0,77.0,88.0,56.0,44.0
78.0,44.0,33.0,44.5,33.0,66.0,56.0,66.0,78.0,66.0,34.0,88.0,77.0,88.0,56.0,44.0
78.0,45.0,33.0,45.0,33.0,67.0,56.0,67.0,78.0,67.0,34.0,89.0,77.0,89.0,56.0,45.0
78.0,45.0,33.5,46.0,33.5,67.5,56.0,67.5,78.0,67.5,34.0,90.0,77.0,89.5,56.0,46.0
78.0,45.0,33.0,45.0,33.0,67.0,56.0,67.0,78.0,67.0,34.0,89.0,77.0,89.5,55.0,45.0
77.0,44.5,33.0,45.0,32.5,66.5,55.0,67.0,77.0,67.0,33.0,89.5,76.0,89.0,55.0,45.0
77.0,44.0,32.0,45.0,32.0,66.0,55.0,66.0,76.5,66.5,32.5,88.5,76.0,89.0,55.0,46.0
77.0,44.0,32.0,45.0,32.0,66.0,55.0,66.0,76.5,66.0,32.5,88.5,75.0,88.0,54.0,45.0
75.5,44.0,31.0,44.5,31.0,66.0,54.0,66.0,76.0,66.0,32.0,89.0,75.0,88.5,54.0,45.0
76.0,43.0,31.0,44.0,31.0,66.0,54.0,66.0,76.0,66.0,32.0,88.0,75.0,88.0,54.0,44.0
75.5,43.5,31.0,44.0,31.0,66.0,53.0,65.0,75.5,65.5,31.0,88.0,75.0,88.0,54.0,45.0
75.0,44.0,30.0,45.0,30.0,66.0,53.0,67.0,75.0,66.0,31.0,89.0,74.0,88.5,53.0,46.0
74.0,45.0,29.0,45.0,29.5,67.0,52.0,66.5,74.0,67.0,30.0,89.0,74.0,89.0,52.0,45.5
73.5,45.0,29.0,46.0,28.0,67.0,52.0,67.0,74.0,67.0,29.0,90.0,72.5,89.5,52.0,46.0
74.0,45.0,29.0,45.0,29.0,67.0,52.0,66.5,74.0,67.0,30.0,89.0,73.0,89.0,53.0,46.0
75.0,45.0,30.0,45.0,30.0,67.0,53.0,67.0,74.5,66.5,30.0,89.0,73.5,89.5,53.0,46.0
74.0,45.0,29.5,45.0,30.0,67.0,52.5,66.5,74.5,66.5,30.0,89.0,73.0,89.0,53.0,46.0
74.5,44.5,30.0,46.0,30.0,67.0,52.5,67.0,75.0,68.0,30.0,90.0,73.5,90.0,52.5,45.5
74.0,45.0,30.0,46.0,29.5,67.5,53.0,67.0,74.5,66.5,30.0,90.0,73.0,90.0,52.0,46.0
74.5,44.5,30.0,45.0,30.0,67.0,52.5,66.5,74.5,66.5,30.0,89.0,74.0,89.0,53.0,46.0
75.0,45.0,30.5,45.0,30.5,67.0,53.5,67.5,75.0,67.0,31.0,90.0,74.0,90.0,53.5,46.0
75.0,44.0,30.0,45.0,30.0,67.0,53.5,66.5,75.0,66.0,31.0,89.0,74.0,89.0,53.5,45.0
74.5,44.5,30.0,45.0,30.0,66.5,53.0,67.0,74.5,66.5,30.0,89.0,74.0,89.0,53.0,46.0
74.0,45.0,30.0,44.5,30.0,67.0,52.5,66.5,74.5,66.5,30.0,89.0,73.5,89.0,53.0,46.0
74.0,45.0,29.0,45.0,30.0,67.0,52.0,67.0,74.0,67.0,30.5,89.0,73.0,89.0,53.0,46.0
74.0,45.0,28.0,45.0,28.0,67.0,52.0,67.0,74.0,67.0,29.0,90.0,72.5,89.0,52.5,84.5
73.0,45.5,27.5,46.0,28.0,68.0,51.0,68.0,73.0,68.0,28.0,90.0,72.0,90.5,50.0,123.0
73.0,46.0,27.0,46.0,27.5,69.0,50.5,68.5,72.5,68.5,28.0,91.5,72.0,90.5,50.0,47.5
72.0,46.0,27.0,47.0,27.0,69.0,50.0,69.0,72.0,68.5,27.0,91.5,71.0,91.5,49.0,47.0
71.5,47.5,26.0,48.0,26.0,70.0,49.0,70.0,71.0,70.0,27.0,92.0,71.0,92.0,49.0,48.0
71.0,48.0,26.0,48.0,26.0,70.0,49.0,70.0,71.0,70.0,26.5,93.0,70.0,92.0,48.0,123.0
70.0,48.0,25.0,48.5,25.0,70.0,48.5,70.0,70.5,70.0,26.0,93.0,69.5,92.0,48.0,86.0
71.0,48.0,25.0,48.0,26.0,69.0,48.5,69.5,71.0,70.0,25.5,92.0,70.0,91.0,58.0,123.0
72.0,47.5,26.0,48.0,26.0,69.0,49.5,69.5,71.0,70.0,27.0,92.0,70.5,91.5,50.0,85.5
71.5,48.0,26.0,48.0,26.0,69.5,49.0,70.0,71.0,70.0,27.0,92.0,70.0,91.0,50.0,123.0
72.0,48.0,26.0,48.0,26.5,70.0,49.0,70.0,71.0,70.0,27.0,92.0,70.5,92.0,49.0,48.0
72.0,48.0,26.0,48.0,27.0,70.0,49.5,69.5,71.5,70.0,27.0,92.0,71.0,92.0,49.0,48.0
72.0,47.0,27.5,47.5,27.5,69.5,50.0,70.0,72.5,69.5,28.0,92.0,71.0,91.0,50.0,48.0
72.0,47.5,27.0,48.0,27.0,70.0,49.5,69.5,72.0,70.0,27.0,92.0,71.0,91.0,51.0,85.5
72.0,47.0,26.0,47.0,26.5,69.5,49.5,69.5,72.0,70.0,27.0,92.0,71.0,92.0,50.0,48.0
71.0,48.0,26.0,48.0,26.0,70.0,49.0,70.0,71.0,70.0,26.0,92.0,70.0,92.0,54.0,123.0
70.5,47.5,25.5,48.0,25.5,69.5,49.0,70.0,71.0,70.0,26.0,91.5,70.0,91.0,49.0,123.0
71.0,46.0,26.0,47.0,26.0,69.0,48.5,69.0,71.0,69.0,26.0,91.0,70.0,91.0,49.0,48.0
71.0,47.0,25.0,47.0,26.0,69.0,48.5,69.0,71.0,69.0,26.0,91.0,70.0,91.0,49.0,48.0
71.0,46.0,25.0,46.0,26.0,68.5,49.0,68.0,71.0,68.5,26.0,91.0,70.0,91.0,49.0,123.0
70.0,46.0,25.0,46.0,25.0,68.0,48.5,68.0,70.0,68.0,25.0,91.0,69.0,91.0,48.0,46.0
70.0,44.0,24.0,45.0,24.5,66.5,48.0,67.0,70.0,66.0,25.0,89.5,69.0,89.0,48.0,45.0
69.0,44.0,23.0,44.0,23.5,66.0,47.0,66.0,69.5,66.0,24.5,88.5,68.0,88.0,47.0,44.0
70.0,44.0,24.0,44.0,24.0,67.0,47.0,66.0,70.0,66.0,25.0,89.0,68.0,89.0,47.0,44.0
69.0,45.0,23.5,45.5,23.5,67.5,47.0,67.5,69.0,67.0,24.5,90.0,68.0,90.0,47.0,45.5
69.0,45.0,23.0,45.5,23.5,67.5,46.5,67.0,69.0,68.0,24.0,90.0,68.0,89.0,47.0,46.0
67.5,45.5,22.5,46.0,23.0,68.0,46.0,68.0,68.0,67.5,23.0,90.0,67.0,90.0,46.0,84.5
68.0,46.0,22.5,46.0,22.5,68.0,46.0,68.0,68.0,67.5,23.0,91.0,66.5,90.0,46.0,47.0
69.0,46.0,23.0,46.5,23.0,68.0,46.0,68.0,68.0,68.0,23.0,91.0,66.5,90.5,47.0,47.5
69.0,46.0,23.5,46.5,24.0,68.0,47.0,68.0,69.0,68.0,24.0,91.0,68.0,90.0,47.0,85.5
69.0,47.0,23.0,47.0,23.0,69.0,46.0,68.0,68.0,68.0,23.0,91.0,67.0,91.0,47.0,47.5
69.0,46.0,23.0,46.0,23.5,68.0,47.0,68.0,69.0,68.0,24.0,90.5,67.5,90.5,46.5,47.0
69.0,45.0,23.0,46.0,24.0,68.0,47.0,67.5,69.0,67.5,24.0,90.0,68.0,90.0,47.0,46.0
70.0,45.0,24.0,45.5,24.5,68.0,47.5,67.5,70.0,68.0,25.0,90.0,69.0,90.0,48.0,46.0
70.5,46.5,25.0,46.5,25.0,69.0,49.0,68.0,70.5,68.5,25.5,91.0,70.0,91.0,48.5,47.5
