u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5,u6,v6,u7,v7
82.5,40.0,37.5,40.5,37.5,62.5,60.0,63.0,82.0,63.0,38.5,84.0,80.5,84.5,59.0,123.0
84.0,40.0,38.5,40.5,39.5,62.5,62.0,63.0,84.0,63.0,41.0,84.0,83.0,84.0,60.0,41.0
85.0,40.0,40.5,40.5,41.0,62.0,63.0,62.5,84.5,62.5,42.0,84.0,84.5,84.5,62.0,42.0
86.0,40.0,42.0,40.0,42.0,62.0,64.0,62.0,86.5,62.5,43.0,84.0,85.0,84.0,63.0,41.5
88.0,40.0,43.0,40.0,44.0,62.0,66.0,62.0,88.0,62.0,45.0,84.0,87.0,84.0,64.5,40.5
90.0,40.0,45.0,40.5,46.0,62.0,67.0,62.0,89.0,62.0,47.0,84.0,88.5,84.5,66.0,41.0
91.0,40.0,46.0,41.0,46.5,62.5,68.5,62.5,91.0,62.0,47.0,84.0,90.0,84.0,68.0,42.0
92.5,40.5,47.0,40.5,48.0,62.0,70.0,62.5,92.0,63.0,49.0,84.0,91.5,84.0,68.0,41.0
94.0,40.0,48.5,40.5,49.0,62.0,71.0,62.0,94.0,62.0,51.0,84.0,92.5,84.5,70.0,41.0
95.0,40.0,50.0,40.0,50.5,62.5,72.0,62.0,95.0,63.0,51.5,84.0,94.0,84.0,71.5,41.5
96.5,40.0,51.0,40.0,52.0,62.0,73.0,63.0,96.0,62.0,52.5,84.5,95.0,84.0,73.0,41.0
98.0,40.0,52.0,41.0,52.5,62.5,74.5,62.5,97.5,62.5,54.0,84.0,97.0,84.5,74.0,41.0
98.5,40.0,53.0,41.0,53.0,63.0,75.0,63.0,98.0,62.0,54.5,84.5,97.0,85.0,75.0,41.0
99.0,41.0,54.0,40.0,54.5,62.5,76.0,62.0,99.0,63.0,55.0,85.0,98.0,84.5,75.0,41.0
100.0,40.0,54.0,41.0,54.5,62.5,77.0,63.0,99.5,62.5,56.0,84.0,99.5,84.5,76.0,41.0
101.0,40.0,55.0,40.5,55.0,63.0,77.0,62.5,100.0,62.0,56.0,84.0,99.5,84.5,76.5,41.5
101.0,41.0,55.0,41.0,55.5,62.5,77.5,62.5,101.0,62.0,57.0,85.0,99.5,84.5,77.0,41.0
101.0,41.0,55.0,41.0,55.5,62.5,77.5,62.5,101.5,62.5,57.0,85.0,99.5,84.5,77.0,41.0
101.0,41.0,55.0,41.0,55.5,62.5,77.5,62.5,101.5,62.5,57.0,85.0,100.0,85.0,77.0,41.0
101.0,41.0,55.0,41.0,55.5,62.5,77.5,62.5,101.5,62.5,57.0,85.0,99.5,84.5,77.0,41.0
101.0,41.0,55.0,41.0,55.5,62.5,77.5,62.5,101.0,62.5,56.0,85.0,99.5,84.5,77.0,41.0
100.0,40.0,54.0,40.5,54.5,62.5,77.0,63.0,99.5,62.5,55.5,84.5,99.0,85.0,76.0,41.0
99.5,40.5,53.0,41.0,53.5,62.5,76.0,63.0,99.5,62.5,55.0,85.0,99.0,85.0,75.5,40.5
99.0,40.0,52.0,40.0,52.5,63.0,75.5,62.5,98.0,63.0,54.0,85.0,97.5,84.5,74.0,40.0
97.5,40.0,51.0,40.5,51.0,63.0,73.5,62.5,97.5,62.5,52.5,85.0,96.0,85.0,74.0,40.0
96.0,39.5,49.0,41.0,49.5,62.5,72.0,62.0,95.5,62.5,51.0,85.0,95.0,85.0,72.0,40.0
94.0,40.0,47.0,40.0,47.5,62.5,71.0,63.0,93.5,62.5,50.0,85.0,93.0,85.0,70.0,40.0
92.0,40.0,46.0,40.0,46.0,63.0,69.0,63.0,92.0,63.0,48.0,85.0,91.0,85.5,68.0,40.0
91.0,39.5,44.0,40.0,45.0,63.0,67.5,62.5,90.5,63.0,46.0,85.0,89.0,85.0,66.5,40.5
89.0,39.0,42.0,40.0,42.5,62.5,65.0,63.0,88.0,62.0,43.0,85.0,87.0,85.5,64.5,40.0
87.0,39.0,40.0,40.0,41.0,62.0,63.0,62.0,86.0,62.5,42.0,85.5,85.0,85.5,63.0,40.0
85.0,39.0,38.0,40.0,38.0,62.5,61.5,62.5,84.0,62.5,39.5,85.5,83.0,85.0,62.0,40.0
83.0,39.0,35.5,40.0,35.5,62.5,59.0,62.0,82.0,62.0,37.0,85.0,81.0,85.0,59.0,40.0
80.0,39.0,33.0,40.0,33.5,62.5,57.0,62.0,79.5,62.5,34.5,85.0,78.0,85.0,57.0,40.0
78.0,39.5,31.0,40.0,31.5,62.5,55.0,63.0,77.5,62.5,33.0,85.0,76.0,85.0,55.0,40.0
76.0,40.0,29.0,39.5,30.0,63.0,53.5,62.5,75.5,62.5,31.0,85.0,74.0,85.0,53.0,40.0
74.0,39.5,26.5,39.5,27.5,62.5,51.5,62.5,74.0,63.0,29.0,85.0,73.0,85.0,51.0,40.0
72.0,39.5,25.0,39.5,25.5,62.5,49.5,62.5,72.0,62.0,26.0,85.0,71.0,85.0,49.0,39.5
70.0,39.0,24.0,39.0,24.0,62.0,47.5,62.5,70.0,62.0,25.5,84.5,69.0,85.0,47.0,39.0
69.0,39.0,22.0,39.0,23.0,62.0,47.0,62.0,69.0,62.5,23.5,84.5,67.5,84.5,46.0,39.0
68.0,39.0,21.0,39.0,22.0,62.0,45.5,62.5,68.0,62.0,23.0,85.0,67.0,85.0,45.0,40.0
67.0,39.0,20.0,39.0,21.0,62.0,45.0,62.0,67.0,62.0,21.5,84.5,66.0,85.0,44.5,40.0
66.0,39.0,19.0,39.0,20.0,62.0,44.0,62.0,66.0,62.0,20.0,84.0,65.0,84.0,44.0,40.0
65.0,39.0,18.0,39.0,19.0,61.5,43.0,62.0,66.0,62.0,20.0,84.0,64.0,84.5,43.0,40.0
65.0,39.0,18.0,39.0,18.0,61.0,43.0,61.5,65.0,62.0,19.5,84.0,64.0,84.0,43.0,40.0
65.0,39.0,17.0,39.0,18.0,61.0,43.0,61.0,65.0,62.0,19.0,84.0,64.0,84.0,43.0,40.0
65.0,39.0,17.5,39.0,18.0,61.0,42.5,61.0,65.0,62.0,19.0,84.0,64.0,84.0,42.5,40.0
65.0,39.0,17.0,39.0,18.0,61.0,42.5,61.0,65.0,62.0,19.0,84.0,63.5,83.5,42.5,40.0
65.0,39.0,18.0,39.0,19.0,61.0,43.0,61.5,65.5,61.5,19.5,83.5,63.5,83.5,43.0,39.5
65.0,39.0,19.0,39.0,19.5,61.0,43.5,61.5,65.5,61.5,19.5,83.5,64.0,83.5,43.0,40.0
66.0,39.0,20.0,39.0,20.0,61.0,44.0,61.0,65.5,61.5,21.0,83.0,65.0,84.0,43.5,39.0
67.0,39.0,20.0,38.5,21.0,61.0,44.0,61.0,67.0,61.0,22.0,83.0,65.5,83.5,44.0,39.0
67.5,39.0,21.0,39.0,22.0,60.5,45.0,61.0,68.0,61.0,23.0,83.0,66.0,83.0,45.0,39.0
68.5,39.0,22.0,39.0,23.0,61.0,46.0,61.0,68.0,61.0,24.0,83.0,67.0,83.0,46.0,39.0
70.0,39.0,24.0,39.0,24.0,61.0,47.5,61.0,69.5,61.0,25.0,83.0,68.0,83.0,47.0,39.0
71.0,39.0,25.0,39.0,26.0,61.0,48.5,60.5,70.0,61.0,26.0,83.0,69.0,83.0,49.0,40.0
72.0,39.0,26.5,38.5,27.0,60.5,50.0,61.0,72.0,61.0,28.0,83.0,70.5,82.5,50.0,39.0
73.0,38.5,28.0,39.0,29.0,60.0,52.0,61.0,73.0,61.0,30.0,82.0,72.0,83.0,51.0,39.0
75.0,39.0,30.0,38.5,30.0,60.0,52.5,60.5,74.5,60.5,31.0,82.0,74.0,82.0,53.0,40.0
76.0,39.0,31.0,38.5,31.5,61.0,54.5,60.5,76.0,61.0,32.0,83.0,75.0,82.0,54.0,39.5
77.0,39.0,33.0,39.0,33.0,60.5,55.0,61.0,77.0,61.0,34.0,82.5,76.5,82.5,55.0,40.0
78.5,38.5,34.0,38.0,34.5,60.5,56.0,61.0,78.0,61.0,35.0,82.0,78.0,82.0,57.0,40.0
81.0,38.0,36.0,38.0,36.5,60.0,58.5,60.5,80.0,60.0,36.5,82.0,79.0,82.5,59.0,39.0
83.0,38.0,37.0,38.0,38.0,60.0,60.5,60.5,82.5,60.0,39.0,82.0,81.0,82.5,60.0,81.0
85.0,38.0,40.0,38.0,40.0,60.0,62.0,60.0,84.0,60.0,40.5,82.0,83.0,82.0,61.5,39.0
86.0,38.0,41.0,38.0,41.0,60.0,63.0,60.0,85.0,60.0,42.5,82.5,84.0,82.0,63.0,40.0
87.0,38.0,42.0,38.0,42.5,60.5,64.5,60.5,86.5,60.5,43.0,82.0,85.0,82.0,64.0,40.0
89.0,38.0,43.5,38.0,44.0,60.0,66.0,60.0,88.0,60.0,45.5,82.0,88.0,82.0,64.5,39.0
90.0,38.0,45.0,38.0,46.0,60.0,68.0,60.0,89.5,60.0,46.5,82.5,88.5,82.5,67.0,38.0
91.0,38.0,46.0,39.0,46.5,60.5,69.0,60.0,91.0,60.0,47.5,81.5,90.0,82.0,68.0,40.0
93.0,38.0,47.5,38.5,48.0,60.0,70.0,60.0,93.0,60.0,50.0,82.0,92.0,82.0,69.0,39.0
94.0,38.0,49.0,38.0,49.5,60.0,71.0,60.0,94.0,60.0,50.5,82.5,93.0,82.0,70.0,38.0
95.0,38.0,50.0,38.5,51.0,60.0,72.5,60.5,95.0,60.0,51.5,82.5,94.0,82.0,72.0,39.0
97.0,38.0,50.5,38.0,52.0,60.0,73.0,60.0,96.0,60.0,53.0,82.0,95.0,82.0,72.0,38.0
98.0,37.0,52.0,38.0,52.5,60.5,75.0,60.0,97.5,60.5,54.0,82.0,97.0,82.0,74.0,38.5
99.0,37.0,53.0,38.0,53.5,60.5,76.0,60.0,98.0,60.0,54.5,82.5,98.0,82.0,75.0,38.0
100.0,37.0,54.0,38.0,54.0,60.0,76.0,60.0,99.0,60.0,55.0,82.0,98.0,82.0,76.0,38.0
100.0,37.5,54.0,39.0,54.5,60.5,77.0,60.0,100.0,60.0,56.0,82.0,99.0,82.0,76.0,38.0
101.0,37.0,55.0,38.0,55.0,60.0,77.0,60.0,100.0,60.0,56.0,82.0,99.5,82.5,76.0,38.0
101.5,37.0,55.0,38.0,55.5,60.5,77.0,60.0,101.0,60.0,56.0,82.0,99.5,82.5,77.0,38.0
102.0,37.0,55.0,38.0,55.5,60.5,77.5,60.5,101.0,60.0,56.0,82.0,99.0,82.0,77.0,38.0
102.0,37.0,55.0,38.0,55.5,60.5,77.5,60.5,101.0,60.0,57.0,82.0,100.0,82.0,77.0,38.0
101.5,36.5,54.5,38.0,55.0,60.0,77.5,60.5,101.0,60.0,56.0,82.0,99.5,82.5,76.0,38.0
101.0,37.0,55.0,37.0,55.0,60.0,77.0,60.0,100.0,60.0,56.0,82.0,99.5,82.5,77.0,37.0
100.5,37.0,54.0,37.0,54.0,60.0,77.0,60.0,100.0,60.0,55.5,82.5,99.0,82.0,76.0,37.5
99.0,37.0,53.0,37.0,53.0,60.0,76.0,60.0,99.0,60.0,55.0,82.0,98.0,82.0,75.0,37.0
99.0,37.0,52.0,37.0,52.0,60.0,74.5,60.0,98.0,60.0,53.5,82.5,97.5,82.5,74.0,38.0
97.0,37.0,50.0,37.0,51.0,60.0,73.0,60.0,97.0,60.0,52.0,83.0,95.5,82.5,73.0,37.0
95.0,37.0,49.0,37.0,49.5,60.0,72.0,60.0,95.0,60.0,51.0,82.0,94.0,82.0,71.0,37.0
93.5,36.5,47.0,37.0,48.0,60.0,70.0,60.0,93.5,60.5,49.5,82.5,92.0,82.0,70.0,37.0
92.0,37.0,45.0,37.0,46.5,60.0,69.0,60.0,92.0,60.0,47.5,82.5,91.0,82.0,69.0,37.0
91.0,36.0,43.0,37.0,44.0,60.0,67.0,60.0,90.0,60.0,45.5,82.5,89.0,82.5,66.5,37.5
88.5,36.5,41.0,37.0,42.0,59.0,65.0,59.5,88.0,59.0,43.5,82.5,86.5,82.0,65.0,37.0
86.0,36.0,40.0,37.0,40.5,59.5,63.0,59.5,86.0,60.0,42.0,82.0,84.0,82.0,63.0,37.0
84.0,36.0,38.0,37.0,38.0,59.0,61.0,60.0,84.0,59.0,39.0,82.0,83.0,82.0,61.0,37.0
82.0,37.0,35.5,36.5,35.0,59.0,58.5,59.0,81.5,59.5,37.0,82.0,80.0,82.0,58.0,37.0
80.0,37.0,33.0,36.0,33.0,59.0,57.0,59.0,79.0,60.0,34.5,82.0,77.5,82.5,56.0,38.0
78.0,37.0,31.0,36.5,31.0,60.0,54.5,59.5,77.0,60.0,32.5,82.0,75.5,82.5,54.0,37.0
75.5,36.5,28.5,36.0,29.0,59.0,53.0,60.0,75.0,60.0,30.5,82.0,74.0,82.0,52.0,37.0
73.5,36.5,27.0,36.0,27.0,59.0,51.0,59.0,73.0,59.0,28.5,82.0,72.0,82.0,51.0,36.0
71.5,36.5,25.0,36.0,26.0,59.0,49.0,59.0,72.0,59.0,27.0,82.0,70.0,82.0,50.0,37.0
70.0,36.5,23.0,36.0,24.0,59.0,48.0,59.0,70.0,59.0,25.0,82.0,69.0,82.0,48.0,38.0
69.0,36.0,22.0,37.0,23.0,59.0,47.0,59.0,69.0,59.0,24.0,82.0,67.5,82.5,46.5,38.0
68.0,37.0,20.5,36.0,21.0,59.0,45.0,59.0,68.0,59.0,22.5,82.0,66.0,82.0,46.0,38.0
67.0,36.0,20.0,36.5,20.0,59.0,44.0,59.0,67.0,59.0,21.0,82.0,65.5,82.0,45.0,37.5
66.0,36.0,18.5,36.0,19.0,59.0,44.0,59.0,66.0,59.0,21.0,81.0,65.0,82.0,44.0,38.0
66.0,37.0,18.0,36.0,19.0,59.0,43.0,59.0,65.0,59.0,20.0,81.0,64.0,81.5,43.0,38.0
65.0,36.0,18.0,36.0,19.0,59.0,43.0,59.0,65.0,59.0,20.0,81.0,63.5,81.5,42.0,37.0
65.0,36.0,18.0,36.0,18.5,59.0,43.0,59.0,65.0,59.0,20.0,81.0,63.5,81.5,42.0,37.0
65.0,36.0,18.0,36.0,18.0,59.0,43.0,59.0,65.0,59.0,20.0,81.0,63.5,81.5,42.0,37.0
65.0,36.0,17.5,36.0,19.0,59.0,43.0,59.0,65.0,59.0,20.0,81.0,63.5,81.5,42.0,37.0
65.0,36.5,18.0,36.0,19.0,58.0,43.0,59.0,65.0,59.0,20.0,81.0,63.5,81.5,42.0,37.0
65.5,36.0,18.0,36.0,19.5,58.5,43.0,59.0,65.5,59.0,20.0,81.0,64.0,81.0,43.0,38.0
66.0,36.0,20.0,36.0,20.5,58.5,44.0,59.0,66.0,59.0,21.0,81.0,65.0,81.0,44.0,38.0
67.0,36.5,20.0,36.0,21.0,59.0,45.0,59.0,67.0,59.0,22.0,80.5,66.0,81.0,45.0,38.0
68.0,37.0,21.0,36.0,22.0,58.0,45.5,58.5,68.0,59.0,23.0,80.0,66.5,81.0,46.0,37.5
68.5,36.5,22.0,36.0,23.0,59.0,46.5,58.5,68.5,58.5,24.0,80.5,68.0,81.0,46.0,37.0
70.0,36.0,24.0,36.0,25.0,58.0,48.0,59.0,70.0,59.0,25.5,80.5,68.5,80.5,47.0,37.0
71.0,36.0,25.0,36.0,26.0,58.0,49.0,58.0,70.5,58.5,27.0,80.0,70.0,81.0,49.0,37.0
72.0,36.0,27.0,36.0,27.0,58.0,50.0,58.0,72.0,58.5,28.0,80.5,70.5,80.5,51.0,37.0
74.0,36.0,28.0,36.5,29.0,58.0,51.5,59.0,73.0,58.5,29.0,80.0,72.5,80.5,52.0,38.0
75.0,37.0,30.0,36.0,30.5,58.5,53.0,59.0,74.5,58.5,31.0,80.0,74.0,80.0,53.0,123.0
76.0,36.0,31.5,36.0,32.0,58.0,54.5,58.5,76.5,58.5,33.0,80.0,75.0,80.0,54.0,36.5
78.0,36.0,33.0,36.5,33.0,58.0,56.0,58.5,77.5,58.0,34.5,80.5,76.5,80.5,55.0,36.0
79.0,36.0,34.0,36.0,34.5,58.0,57.0,58.0,78.5,58.0,36.0,79.5,78.0,80.0,57.0,123.0
80.5,35.5,36.0,36.0,36.5,58.0,58.5,58.0,80.5,58.0,37.5,79.5,80.0,79.0,59.0,123.0
83.0,35.5,38.0,35.5,38.5,58.0,60.5,58.0,82.5,58.0,39.0,80.0,81.0,79.5,60.0,123.0
84.0,36.0,40.0,36.0,40.0,58.0,62.0,58.0,84.0,58.0,41.5,79.5,83.0,80.0,61.0,37.0
86.0,36.0,41.0,36.0,42.0,58.0,63.5,58.0,85.0,58.0,42.0,80.0,84.0,80.0,63.0,37.5
87.0,36.0,42.0,36.0,43.0,58.0,64.0,58.0,86.5,58.0,43.0,80.0,85.0,80.0,65.0,37.0
90.0,36.0,43.0,36.0,44.0,58.0,66.0,58.0,89.0,58.0,45.0,80.0,87.5,79.5,65.0,123.0
90.0,36.0,45.5,36.0,46.0,58.0,68.0,58.0,90.0,58.0,47.0,80.0,89.5,79.5,66.0,36.0
92.0,35.0,46.0,37.0,47.0,58.0,69.0,58.0,91.0,58.0,47.0,80.0,90.0,79.5,69.0,36.0
93.0,35.0,48.0,36.0,48.0,58.0,70.0,58.0,92.5,58.5,49.0,80.0,91.5,79.5,69.5,36.0
94.0,35.0,49.0,36.0,50.0,58.0,72.0,58.0,94.0,58.0,51.0,79.5,93.5,79.5,71.0,36.0
96.0,35.0,50.0,36.0,51.0,58.0,73.0,58.0,95.5,58.0,51.5,79.5,93.5,79.5,72.0,36.0
97.5,34.5,51.0,36.0,52.0,58.0,74.0,58.0,96.0,58.0,53.5,79.5,95.5,79.5,73.5,35.5
98.0,35.0,52.5,35.0,53.0,58.0,75.0,58.0,97.0,58.0,53.5,79.5,96.5,79.5,74.5,35.5
99.0,35.0,53.0,36.0,53.0,58.0,75.5,58.0,98.5,58.0,54.5,79.5,97.5,79.5,75.0,36.0
