u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5,u6,v6
68.5,118.5,46.836725455837225,117.94807762215954,72.6470588235294,88.82352941176471,71.22222222222223,46.5,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,29.5,90.5
68.5,118.5,46.836725455837225,117.94807762215954,73.86666666666666,93.46666666666668,71.4,50.4,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,28.55555555555556,93.33333333333331
68.5,118.5,46.836725455837225,117.94807762215954,74.52631578947368,97.63157894736842,72.0,54.0,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,29.666666666666668,97.33333333333331
68.5,118.5,46.836725455837225,117.94807762215954,75.38888888888889,100.11111111111111,73.25,56.91666666666666,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,30.64,100.36
68.5,118.5,46.836725455837225,117.94807762215954,76.4,103.36666666666666,73.70833333333333,59.583333333333336,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,30.74074074074074,103.55555555555556
68.5,118.5,46.836725455837225,117.94807762215954,77.7,107.1,75.29411764705883,62.52941176470589,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,33.10344827586207,106.10344827586206
68.4,118.2,46.836725455837225,117.94807762215954,78.5925925925926,109.14814814814817,76.32,64.96,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,34.69565217391305,108.2608695652174
68.4,118.2,46.836725455837225,117.94807762215954,80.8,111.2,77.48,67.32,38.1439590141087,70.49101102508668,43.99371052167945,71.64837036049198,35.92307692307692,110.92307692307692
68.4,118.2,46.836725455837225,117.94807762215954,81.96153846153847,113.53846153846152,78.85714285714286,68.61904761904762,0.0,75.0,43.99371052167945,71.64837036049198,38.5,114.73076923076924
68.33333333333333,118.33333333333331,46.836725455837225,117.94807762215954,83.94444444444444,116.5,79.45,69.9,0.8333333333333334,77.16666666666667,43.99371052167945,71.64837036049198,40.388888888888886,116.22222222222224
68.33333333333333,118.33333333333331,46.836725455837225,117.94807762215954,86.84615384615384,118.46153846153848,81.57142857142857,71.71428571428571,3.6,78.6,43.99371052167945,71.64837036049198,43.61538461538461,118.3846153846154
68.33333333333333,118.33333333333331,46.836725455837225,117.94807762215954,88.75,119.66666666666669,82.75,72.625,6.071428571428571,79.42857142857143,43.99371052167945,71.64837036049198,45.6,119.6
68.4,118.2,46.836725455837225,117.94807762215954,90.71428571428572,121.0,86.125,74.875,9.333333333333334,79.75,0.875,127.125,44.84615384615385,116.76923076923076
68.4,118.2,46.836725455837225,117.94807762215954,93.6,122.4,88.5,76.0,11.636363636363637,80.0909090909091,3.0,127.15384615384616,46.833333333333336,116.83333333333331
68.4,118.2,46.836725455837225,117.94807762215954,96.3846153846154,123.3846153846154,91.125,76.875,14.666666666666666,79.88888888888889,6.0,127.15384615384616,48.90909090909091,117.0909090909091
68.4,118.2,46.836725455837225,117.94807762215954,99.23076923076924,123.76923076923076,93.5,77.0,16.153846153846153,80.76923076923077,9.6,126.6,51.36363636363637,117.0909090909091
68.4,118.2,46.836725455837225,117.94807762215954,101.6153846153846,123.6153846153846,95.66666666666669,77.11111111111111,17.818181818181817,80.72727272727273,12.294117647058824,126.23529411764706,53.2,116.2
68.4,118.2,46.836725455837225,117.94807762215954,104.6153846153846,123.6153846153846,98.875,77.125,18.625,81.0,15.333333333333334,124.77777777777776,55.8,115.6
68.4,118.2,46.836725455837225,117.94807762215954,108.3846153846154,123.3846153846154,101.5,76.8,21.727272727272727,79.36363636363636,19.0,123.4,57.55555555555556,114.33333333333331
68.4,118.2,46.836725455837225,117.94807762215954,111.3846153846154,122.3846153846154,104.5,76.0,23.818181818181817,78.0,22.142857142857142,121.57142857142856,59.888888888888886,112.88888888888889
68.4,118.2,46.836725455837225,117.94807762215954,114.5,121.33333333333331,107.66666666666669,75.11111111111111,24.77777777777778,77.55555555555556,25.5,119.0,63.81818181818182,112.54545454545456
68.4,118.2,46.836725455837225,117.94807762215954,117.8,119.33333333333331,110.66666666666669,73.88888888888889,29.33333333333333,74.06666666666666,28.363636363636363,116.36363636363636,65.7,110.2
68.4,118.2,46.836725455837225,117.94807762215954,121.30434782608695,117.69565217391305,114.5625,72.125,31.84210526315789,71.42105263157895,32.09090909090909,114.36363636363636,68.9,108.0
68.4,118.2,46.836725455837225,117.94807762215954,124.34482758620688,116.06896551724138,117.16666666666669,70.77777777777777,33.5,70.44444444444444,34.5,111.45454545454544,73.55555555555556,108.83333333333331
68.625,118.375,46.836725455837225,117.94807762215954,126.5,113.5,120.76190476190476,68.61904761904762,37.0,67.53846153846153,36.69565217391305,108.7391304347826,76.18181818181819,106.86363636363636
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,124.5,66.5,38.35,66.1,39.5,106.5,78.52,105.08
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,125.55555555555556,65.0,42.69230769230769,62.15384615384615,42.333333333333336,102.66666666666669,81.05882352941177,100.82352941176472
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,76.0,38.66666666666666,46.583333333333336,57.833333333333336,45.07142857142857,99.85714285714286,82.94117647058823,98.94117647058825
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,70.75,34.5,49.6,54.46666666666667,47.888888888888886,97.22222222222224,83.16666666666667,95.0
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,70.75,34.5,52.09090909090909,50.63636363636363,50.0,93.0,86.33333333333333,92.33333333333331
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,70.75,34.5,53.888888888888886,47.888888888888886,51.76923076923077,90.23076923076924,87.58333333333333,89.16666666666667
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,70.75,34.5,56.09090909090909,44.63636363636363,54.2,86.5,91.21428571428572,87.35714285714286
68.625,118.375,46.836725455837225,117.94807762215954,60.0,71.0,70.75,34.5,58.0,42.18181818181818,56.69230769230769,84.15384615384616,94.23529411764706,83.88235294117646
68.625,118.375,45.5,127.5,60.0,71.0,70.75,34.5,59.5,38.5,58.0,80.81818181818181,96.11764705882354,82.0
68.625,118.375,47.5,124.5,60.0,71.0,70.75,34.5,61.5,36.5,59.5,78.5,98.0,78.23529411764706
68.625,118.375,49.31578947368421,121.0,60.0,71.0,70.75,34.5,63.30769230769231,32.61538461538461,61.5,74.5,99.5,76.3125
68.625,118.375,51.388888888888886,118.0,59.0,69.0,70.75,34.5,64.66666666666667,30.466666666666665,63.16666666666666,72.83333333333333,101.7,73.4
68.625,118.375,52.5,114.5,59.0,69.0,70.75,34.5,65.92307692307692,27.0,63.5,70.5,101.76470588235294,70.70588235294117
68.625,118.375,53.5,112.5,59.0,69.0,70.75,34.5,67.5,24.5,65.16666666666667,68.16666666666667,103.6470588235294,68.82352941176471
68.625,118.375,55.333333333333336,109.13333333333334,59.0,69.0,70.75,34.5,68.5,22.5,67.0909090909091,66.18181818181819,103.3846153846154,66.76923076923077
68.625,118.375,56.07692307692308,106.84615384615384,59.0,69.0,70.75,34.5,69.5,20.5,67.3076923076923,64.3076923076923,103.33333333333331,64.83333333333333
68.625,118.375,57.42857142857143,104.64285714285714,59.0,69.0,70.75,34.5,70.33333333333333,18.33333333333333,68.33333333333333,62.333333333333336,105.64285714285714,62.92857142857143
68.625,118.375,57.833333333333336,102.83333333333331,59.0,69.0,70.75,34.5,68.17647058823529,22.94117647058824,69.5,60.5,107.41176470588236,61.294117647058826
68.625,118.375,59.16666666666666,102.16666666666669,59.0,69.0,70.75,34.5,67.46153846153847,23.384615384615383,69.7,59.2,104.72727272727272,60.09090909090909
68.625,118.375,59.5,101.0,59.0,69.0,70.75,34.5,68.6923076923077,22.76923076923077,70.33333333333333,58.44444444444444,107.07692307692308,59.38461538461539
68.625,118.375,59.4,100.2,59.0,69.0,70.75,34.5,73.5,13.5,70.5,57.5,103.77777777777776,59.333333333333336
68.625,118.375,59.5,100.0,59.0,69.0,70.75,34.5,72.5,13.5,70.5,57.5,102.125,59.5
68.625,118.375,59.5,100.0,59.0,69.0,70.75,34.5,72.5,13.5,70.66666666666667,57.66666666666666,10.0,74.0
68.625,118.375,59.36384959062908,99.88120751326112,60.0,71.0,70.75,34.5,72.0,14.0,70.5,58.0,10.0,74.0
68.625,118.375,59.096542286890966,99.60086789425628,60.0,71.0,70.75,34.5,72.0,13.5,70.5,58.0,10.0,74.0
68.625,118.375,58.73777092840674,99.24735849323969,60.0,71.0,70.75,34.5,15.0,126.0,70.5,58.0,10.0,74.0
68.625,118.375,58.52569255290273,99.35094341173621,60.0,71.0,70.75,34.5,72.5,13.0,70.0,58.0,10.0,74.0
68.625,118.375,58.5,100.0,60.0,71.0,70.75,34.5,72.0,13.5,69.0,58.0,100.75,59.5
68.625,118.375,58.5,101.0,60.0,71.0,70.75,34.5,71.55555555555556,14.0,68.66666666666667,58.333333333333336,102.0,59.333333333333336
68.625,118.375,57.66666666666666,101.33333333333331,60.0,71.0,70.75,34.5,70.5,15.0,68.5,59.0,101.11111111111111,60.22222222222222
68.625,118.375,56.4,102.0,60.0,71.0,70.75,34.5,70.5,15.5,68.2,59.8,92.0,62.4
68.625,118.375,54.66666666666666,104.44444444444444,60.0,71.0,70.75,34.5,68.22222222222223,18.33333333333333,66.5,61.5,98.44444444444444,62.888888888888886
68.625,118.375,53.91666666666666,106.25,60.0,71.0,70.75,34.5,67.44444444444444,19.666666666666668,66.11111111111111,62.77777777777778,103.6470588235294,63.1764705882353
68.625,118.375,53.16666666666666,108.16666666666669,60.0,71.0,70.75,34.5,65.85714285714286,21.785714285714285,64.57142857142857,64.71428571428571,101.06666666666666,65.26666666666667
68.625,118.375,51.16666666666666,110.16666666666669,60.0,71.0,70.75,34.5,65.16666666666667,24.166666666666668,63.5,66.5,95.77777777777776,67.33333333333333
68.42857142857143,118.57142857142856,49.5,112.5,59.0,69.0,91.66666666666669,53.333333333333336,63.16666666666666,26.166666666666668,61.5,68.5,105.5,68.5
68.42857142857143,118.57142857142856,48.5,114.6,59.0,69.0,90.5,52.0,61.833333333333336,28.166666666666668,60.5,70.5,103.5,70.5
68.42857142857143,118.57142857142856,46.0,116.7,59.0,69.0,89.66666666666667,50.333333333333336,60.5,30.5,59.35714285714285,72.42857142857143,101.57142857142856,72.64285714285714
68.42857142857143,118.57142857142856,44.47368421052632,119.36842105263158,59.0,69.0,89.0,48.0,59.42857142857143,32.357142857142854,57.61538461538461,74.3076923076923,99.83333333333331,74.83333333333333
68.5,118.16666666666669,42.5,122.5,59.0,69.0,88.0,46.5,57.23076923076923,34.69230769230769,56.2,76.5,98.5,77.5
68.5,118.16666666666669,41.0,125.0,59.0,69.0,87.81388790108088,44.58299144884441,55.5,37.5,53.7,79.2,97.33333333333331,78.83333333333333
68.5,118.16666666666669,38.5,127.16666666666669,59.0,69.0,87.66666666666667,42.333333333333336,53.71428571428572,39.42857142857143,51.9,81.0,96.0,80.25
68.5,118.16666666666669,35.8751853690356,129.14646140533333,59.0,69.0,87.0,40.0,51.75,41.625,50.5,83.5,93.71428571428572,81.42857142857143
68.5,118.16666666666669,33.325401890235106,130.95037145123993,59.0,69.0,87.75,37.25,50.0,44.0,48.4,85.8,93.66666666666669,82.83333333333333
68.5,118.16666666666669,30.85064956359854,132.57839680438653,59.0,69.0,87.33333333333333,35.333333333333336,48.5,46.5,46.5,87.5,88.0,88.0
68.5,118.16666666666669,28.450928389125895,134.0305374647731,59.0,69.0,87.8,33.6,46.5,48.5,44.66666666666666,89.66666666666667,86.5,90.0
68.5,118.16666666666669,26.126238366817162,135.30679343239962,59.0,69.0,82.57142857142857,30.142857142857142,44.5,50.0,42.5,91.5,84.0,92.0
68.5,118.16666666666669,23.876579496672353,136.40716470726608,59.0,69.0,125.5,55.5,42.4,52.2,40.5,93.5,82.0,93.0
68.5,118.16666666666669,21.701951778691466,137.3316512893726,116.85714285714286,94.71428571428572,123.0,56.5,40.5,53.5,38.5,95.5,80.0,95.5
68.5,118.16666666666669,19.602355212874492,138.08025317871903,118.92307692307692,98.3076923076923,120.0,58.55555555555556,38.5,55.5,35.5,97.0,77.66666666666667,98.0
68.5,118.16666666666669,17.577789799221446,138.65297037530547,113.5,97.5,117.11111111111111,59.22222222222222,36.285714285714285,57.0,33.45454545454545,99.0,75.4,97.8
68.5,118.16666666666669,15.628255537732308,139.04980287913187,114.0,99.5,114.8,60.4,34.5,57.5,32.5,99.5,74.23076923076923,98.84615384615384
68.5,118.16666666666669,13.7537524284071,139.27075069019824,110.83333333333331,100.16666666666669,112.85714285714286,60.71428571428572,32.5,59.0,29.3,101.2,71.7,99.2
68.5,118.16666666666669,11.954280471245806,139.3158138085046,108.1,99.8,109.5,60.91666666666666,30.5,59.5,27.166666666666668,102.16666666666669,70.5,99.5
68.5,118.16666666666669,10.229839666248433,139.18499223405092,105.66666666666669,99.66666666666669,107.5,61.5,28.5,60.5,25.166666666666668,102.83333333333331,60.38461538461539,67.76923076923077
68.5,118.16666666666669,8.580430013414981,138.8782859668372,103.88888888888889,99.66666666666669,105.5,61.5,26.5,60.5,23.4,103.1,66.5,100.5
68.5,118.16666666666669,7.006051512745446,138.3956950068635,102.11111111111111,99.66666666666669,103.5,61.5,24.5,60.5,21.5,103.5,64.5,100.5
68.5,118.16666666666669,5.5067041642398324,137.73721935412973,101.0909090909091,100.0909090909091,101.76923076923076,60.76923076923077,22.5,60.5,19.5,103.5,62.5,100.5
68.5,118.16666666666669,4.0823879678981365,136.90285900863594,97.42857142857144,98.71428571428572,100.57142857142856,60.285714285714285,20.5,60.5,16.5,103.5,60.5,100.5
68.5,118.16666666666669,2.7331029237203626,135.89261397038214,59.0,69.0,66.0,24.33333333333333,13.5,58.0,16.4,103.2,64.9090909090909,75.0909090909091
68.5,118.16666666666669,1.4588490317065066,134.7064842393683,59.0,69.0,66.0,24.33333333333333,11.5,57.0,1.1666666666666667,87.83333333333333,53.71428571428572,76.0
68.5,118.16666666666669,0.25962629185656994,133.34446981559446,59.0,69.0,55.0,23.5,10.0,55.5,1.0,85.5,59.375,77.5
68.5,118.16666666666669,-0.864565295829447,131.80657069906056,77.5,83.5,93.5,56.0,13.5,58.0,9.5,100.0,55.0,97.0
68.5,118.16666666666669,-1.9137257313515437,130.09278688976667,86.25,89.75,92.5,55.0,11.5,57.0,8.0,99.5,53.0,96.0
68.5,118.16666666666669,-2.8878550147097206,128.20311838771272,85.0,88.75,91.66666666666669,53.333333333333336,10.0,55.5,7.0,97.0,52.0,94.5
68.5,118.16666666666669,-3.7869531459039796,126.13756519289879,85.8,88.6,90.5,52.0,8.5,53.5,5.2,95.6,51.0,92.5
68.5,118.16666666666669,-4.611020124934319,123.8961273053248,85.0,87.0,89.66666666666667,50.333333333333336,7.0,52.285714285714285,4.125,94.125,49.5,91.0
