u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5
23.0,44.0,67.0,54.0,51.0,44.0,47.0,86.0,90.0,86.0,1.0,78.0
23.0,44.0,67.0,54.0,51.0,44.0,47.5,86.0,90.0,86.0,1.0,78.0
23.0,44.0,67.0,54.0,51.0,44.0,47.5,86.0,90.0,86.0,1.0,78.0
24.0,44.0,67.0,54.0,51.0,44.0,47.0,86.0,90.0,86.0,1.0,78.0
24.0,44.0,67.0,54.0,51.0,44.0,48.0,86.0,90.5,86.0,1.0,78.0
23.5,43.5,67.0,54.0,51.0,44.0,48.0,85.5,90.5,86.0,2.0,77.0
25.0,44.0,67.5,53.5,51.5,43.5,48.0,85.0,90.5,86.0,2.0,77.0
25.0,43.5,68.5,53.5,52.0,43.0,49.0,85.0,92.0,86.0,3.0,77.0
25.0,44.0,68.5,53.0,52.0,44.0,49.5,85.5,92.0,86.0,3.0,77.0
26.0,43.0,69.0,53.0,52.0,44.0,49.5,85.5,92.5,86.0,4.0,77.0
27.0,43.0,70.0,53.5,53.5,44.0,50.0,85.5,93.0,86.0,4.5,76.5
27.0,43.0,70.0,54.0,53.5,44.0,50.0,85.0,93.5,85.5,5.0,77.0
28.0,44.0,70.5,53.5,54.0,44.0,51.0,85.0,94.5,86.0,6.0,77.0
28.0,44.0,71.0,53.0,55.0,44.0,52.0,85.0,94.5,86.0,6.0,77.0
29.0,43.5,72.0,53.0,55.0,44.0,52.0,85.0,95.0,85.5,7.0,77.0
30.0,43.0,73.0,53.0,56.0,43.0,53.0,85.0,96.0,86.0,8.0,76.0
30.0,43.0,73.0,53.0,56.5,43.5,54.0,85.0,96.0,86.0,9.0,76.5
31.0,43.0,73.0,53.0,57.0,43.0,54.0,85.0,96.0,86.0,9.0,76.0
32.0,43.0,74.0,53.0,57.0,43.0,54.5,84.5,96.0,85.0,10.5,76.0
32.0,43.0,74.0,53.0,58.5,43.0,54.5,85.0,95.5,85.5,11.0,76.0
32.0,43.0,75.0,53.0,59.0,44.0,56.0,85.0,98.0,86.0,11.0,76.0
33.5,43.5,75.5,53.5,60.0,44.0,56.0,84.0,98.5,85.5,12.5,76.0
34.5,43.0,77.0,52.0,61.0,44.0,57.5,85.0,101.0,85.5,13.5,76.0
36.0,43.0,78.0,53.0,62.0,44.0,58.0,85.0,102.0,85.5,14.5,76.0
36.5,43.0,79.0,53.0,62.0,44.0,59.0,85.0,102.5,85.5,15.0,76.0
37.0,43.0,79.0,53.0,63.0,44.0,60.0,85.0,103.5,85.5,16.0,76.0
38.0,43.0,80.5,53.0,64.0,44.0,61.0,85.0,105.0,86.0,17.5,76.0
39.0,43.0,81.0,53.0,65.0,44.0,62.0,85.0,105.0,86.0,18.5,76.0
40.0,43.0,82.0,53.0,65.0,43.5,63.0,85.0,106.0,86.0,19.0,76.0
40.0,43.0,82.5,52.5,66.0,43.0,63.0,85.0,106.5,86.5,20.0,76.0
41.0,43.0,82.5,52.5,66.0,43.5,63.0,85.0,107.0,86.0,20.0,76.0
41.0,43.0,83.0,52.0,67.0,44.0,64.0,85.0,107.5,85.5,21.0,76.0
