u0,v0,u1,v1,u2,v2,u3,v3,u4,v4
38.0,66.0,60.5,65.5,82.5,66.0,60.0,88.0,60.5,43.5
38.0,67.0,60.0,67.0,82.5,67.0,60.0,88.5,60.5,45.0
38.0,68.0,60.0,68.0,83.0,68.0,60.0,90.0,60.5,45.5
38.0,69.0,60.5,69.5,82.5,69.5,60.5,91.5,60.5,47.5
38.5,70.5,61.0,70.0,83.0,70.5,60.5,92.5,60.5,47.5
38.5,71.5,60.5,71.5,82.5,71.5,60.5,93.5,60.5,49.5
38.5,72.0,61.0,72.0,83.0,72.0,61.0,95.0,61.0,50.0
39.0,73.5,62.0,74.0,84.0,73.0,61.0,96.0,62.0,51.5
39.0,74.5,62.0,74.0,84.0,74.0,62.0,97.0,62.0,52.0
40.0,75.0,63.0,75.0,84.5,75.0,63.0,98.0,62.5,53.5
41.0,76.0,62.5,75.5,85.0,76.0,62.5,98.0,62.5,53.5
40.5,76.5,63.0,76.5,85.0,76.5,63.0,99.0,63.0,54.0
41.0,77.0,63.0,76.5,86.0,77.0,63.0,99.5,63.0,53.5
42.0,77.5,64.0,77.0,86.0,78.0,64.0,100.0,64.5,55.5
42.5,77.5,64.0,78.0,86.5,77.5,64.0,100.0,64.5,55.5
42.5,77.5,65.0,77.5,87.0,77.5,65.0,100.5,64.5,55.5
43.0,78.0,66.0,77.5,88.5,78.0,65.0,100.5,65.0,56.0
44.0,78.0,66.0,78.0,89.0,78.0,66.0,100.0,66.0,55.5
44.5,77.5,67.0,77.0,89.0,78.0,67.0,100.0,67.0,55.0
45.5,77.5,67.0,77.0,90.0,77.5,67.0,100.0,67.0,55.0
46.0,77.0,68.0,77.0,90.5,77.5,68.0,99.5,68.0,55.0
46.0,76.0,68.5,76.0,91.0,76.0,68.5,99.0,68.0,54.0
46.5,75.5,68.5,75.5,92.0,76.0,69.0,98.0,68.5,53.5
47.0,75.0,69.0,75.0,92.0,75.0,69.0,97.0,69.0,53.0
48.0,74.0,70.0,73.5,92.5,74.0,70.0,97.0,70.0,52.0
48.0,73.0,70.5,73.5,92.5,73.5,70.5,95.5,70.0,51.0
48.5,72.0,70.5,71.5,93.0,72.0,70.5,94.0,70.5,49.5
48.5,71.5,71.0,71.0,93.0,71.5,70.5,93.5,70.5,49.5
48.5,69.5,71.0,70.0,93.0,70.0,70.5,92.0,70.5,48.0
49.0,69.0,71.0,69.0,93.0,69.0,71.0,91.0,71.0,47.0
49.0,67.0,70.5,67.5,93.5,67.5,70.5,89.5,70.5,45.5
49.0,66.5,71.0,67.0,94.0,67.0,71.0,89.0,70.5,44.0
