u0,v0,u1,v1,u2,v2,u3,v3,u4,v4
43.0,66.0,65.0,66.0,89.0,66.0,65.5,87.5,65.5,43.5
42.0,67.5,64.0,67.0,88.5,67.0,64.5,89.0,65.0,45.0
42.0,69.0,64.0,68.5,86.0,69.0,64.0,91.0,64.0,46.0
41.5,69.5,64.0,69.0,85.0,69.0,64.0,91.5,64.0,48.0
41.0,71.0,62.5,70.5,85.0,71.0,62.5,93.5,63.0,49.0
40.5,71.5,62.5,71.5,84.5,71.5,62.5,93.5,62.0,50.0
41.0,72.0,62.0,73.0,84.0,72.5,62.0,95.5,62.0,51.5
40.0,72.5,60.5,74.0,83.0,74.0,60.5,96.0,60.5,52.0
39.5,73.0,60.0,75.0,82.0,75.0,60.0,97.0,60.5,53.0
38.0,75.0,59.5,75.5,81.5,75.5,59.5,97.5,59.5,53.5
37.0,76.0,59.0,76.0,81.0,76.0,58.5,98.0,59.0,54.0
37.0,76.0,58.5,75.5,80.0,76.0,58.5,98.5,58.5,54.0
38.5,73.5,58.0,76.0,80.0,76.0,58.0,98.5,58.0,54.0
36.0,76.0,58.0,76.0,80.0,75.5,57.0,98.0,57.5,54.0
35.0,75.5,57.5,75.5,,,57.0,98.0,57.5,53.5
35.0,75.0,56.5,75.0,78.5,75.0,56.5,97.5,56.5,53.0
35.0,75.0,57.0,74.0,79.0,74.0,56.5,97.0,56.5,53.0
41.0,71.0,56.5,73.5,,,,,56.0,52.0
34.0,73.0,56.0,73.0,,,55.0,95.0,56.0,51.0
34.0,71.0,56.0,72.0,78.0,71.5,,,56.0,49.5
33.0,71.0,,,77.5,70.0,55.0,92.5,56.0,49.0
33.0,69.0,55.0,69.0,77.0,68.5,55.0,91.0,54.5,47.0
33.0,67.0,55.0,67.0,76.5,67.5,54.5,89.5,54.5,45.5
32.5,66.0,55.0,66.0,76.5,66.0,54.5,88.0,55.0,44.0
33.0,66.0,55.0,65.5,77.0,65.0,54.0,87.0,55.0,43.0
33.0,64.0,55.0,64.0,77.0,64.0,55.0,85.5,55.0,42.0
33.0,63.0,55.0,63.0,77.0,62.0,55.0,84.0,55.0,41.0
33.0,61.0,56.0,61.0,77.0,61.0,55.0,83.0,55.0,39.0
33.0,59.5,55.0,60.0,77.0,59.5,55.0,81.5,55.0,38.0
33.0,59.0,56.0,59.0,77.0,59.5,55.0,81.0,55.0,37.5
