u0,v0,u1,v1,u2,v2,u3,v3,u4,v4
26.0,66.0,49.0,66.0,71.0,66.0,49.0,87.5,49.0,44.0
26.0,66.0,49.0,66.0,71.0,65.0,49.0,87.5,49.0,44.0
27.0,66.0,49.5,65.5,71.0,65.5,49.0,87.0,49.5,43.5
27.5,65.5,50.5,65.5,72.0,65.0,50.5,87.5,50.0,43.0
28.5,65.5,50.5,65.5,73.0,65.5,51.0,87.0,50.5,43.5
29.5,65.5,52.0,66.0,74.0,66.0,52.0,87.0,52.0,44.0
30.0,66.0,53.0,65.5,74.5,65.5,53.0,87.0,53.0,44.0
31.0,65.0,54.0,65.0,76.0,65.0,54.0,87.0,53.5,43.5
32.5,65.5,54.5,65.5,76.5,65.5,54.5,86.5,54.0,43.0
33.0,65.0,55.0,65.0,77.0,65.5,55.0,87.0,55.0,43.0
34.0,65.0,57.0,65.0,78.5,65.5,56.0,86.0,57.0,43.0
,,,,,,59.0,86.0,59.0,43.0
,,,,,,60.0,87.0,,
,,63.0,65.0,78.0,65.0,,,62.0,43.0
41.0,66.0,,,84.0,65.0,63.0,88.0,63.0,42.5
,,,,78.0,65.0,64.0,87.0,63.0,43.5
,,64.0,66.0,89.0,65.0,,,,
,,,,89.0,65.0,,,,
46.0,65.0,,,78.0,65.0,,,,
,,,,78.0,65.0,,,,
,,,,,,,,,
,,72.5,65.0,95.0,65.0,73.0,86.0,73.0,42.0
52.5,64.0,74.0,65.0,97.0,65.0,74.5,86.5,74.5,42.5
53.0,63.5,75.0,65.0,97.0,64.0,75.0,86.0,75.0,42.0
54.5,64.5,76.0,65.0,98.0,65.0,76.5,86.5,76.5,42.5
54.5,64.5,76.0,65.0,100.0,65.0,77.0,87.0,77.0,42.0
56.5,65.5,78.5,65.5,100.0,65.0,78.5,86.5,78.5,42.5
57.0,65.0,78.0,66.0,102.0,65.0,79.5,86.5,79.0,42.0
59.0,65.0,80.0,65.0,102.5,64.5,80.0,87.0,80.5,42.5
59.0,65.0,80.5,64.5,103.0,65.0,81.0,86.0,81.0,43.0
59.5,64.5,80.5,64.5,104.0,64.0,81.5,86.5,81.5,42.5
59.5,64.5,80.5,64.5,105.0,64.5,82.0,86.5,81.5,42.5
60.0,64.0,81.0,65.0,105.0,64.5,82.0,87.0,82.0,43.0
60.0,64.0,81.0,64.0,105.0,65.0,82.0,87.0,82.0,43.0
60.0,64.0,81.0,64.0,105.0,65.0,82.0,87.0,82.0,43.0
60.0,64.0,81.0,65.0,105.0,65.0,82.0,87.0,82.0,43.0
59.5,64.5,81.0,65.0,105.0,65.0,82.0,87.0,81.5,42.5
59.0,64.0,81.0,65.0,105.0,65.0,81.0,87.0,81.5,42.5
58.5,64.5,81.0,65.0,104.5,64.5,81.0,87.0,80.0,42.0
58.0,65.0,80.5,64.5,103.0,65.0,80.0,87.0,79.5,42.5
56.0,65.0,79.0,65.0,103.0,65.0,78.0,88.0,78.0,43.0
55.0,65.0,79.0,65.0,102.5,65.0,77.5,87.5,77.0,43.0
53.5,65.5,77.0,65.0,99.0,65.0,75.5,87.5,76.0,43.0
51.5,65.5,73.5,65.5,97.5,65.5,74.0,88.0,73.5,42.5
49.5,65.5,71.5,65.5,95.0,66.0,72.0,87.5,71.0,43.0
47.5,65.5,70.0,65.0,93.0,66.0,70.0,87.0,70.0,42.5
46.0,65.0,68.0,65.0,91.0,66.0,68.0,87.5,68.0,43.0
43.5,65.5,66.0,65.0,89.0,65.0,65.5,87.5,66.0,43.0
42.0,65.0,64.0,65.0,87.0,65.0,64.0,88.0,64.5,42.5
40.0,65.0,63.0,65.0,85.0,65.0,63.0,88.0,63.0,43.0
38.0,65.0,62.0,65.0,84.0,65.0,61.5,87.5,61.0,43.0
36.0,65.0,59.0,65.0,81.5,65.5,59.0,87.0,58.5,42.5
34.0,65.0,57.0,64.5,79.5,65.0,57.0,87.0,57.0,42.5
33.0,65.0,55.5,64.5,78.0,65.0,55.0,87.0,55.0,42.0
32.0,64.5,54.0,64.0,77.0,64.0,54.0,87.0,54.0,42.5
30.0,64.0,54.0,65.0,76.0,64.5,53.0,87.0,53.0,42.0
