u0,v0,u1,v1,u2,v2,u3,v3,u4,v4
26.0,66.0,49.0,66.0,71.0,66.0,49.0,87.5,49.0,44.0
26.0,66.0,49.0,66.0,71.0,66.0,49.0,87.0,49.0,44.0
26.0,67.0,49.0,66.0,71.0,66.0,49.0,89.0,49.0,44.0
26.0,67.0,49.0,68.0,71.0,67.0,48.5,89.5,49.0,45.5
26.5,68.0,49.0,68.0,71.0,67.5,49.0,90.0,49.0,46.0
26.0,68.0,49.0,68.0,71.5,68.0,49.0,90.0,49.0,47.0
27.0,69.0,50.0,69.0,72.0,69.0,49.0,91.0,48.5,47.0
27.0,69.0,50.0,69.0,72.0,69.0,49.5,91.0,50.0,47.0
27.5,69.5,50.0,69.0,72.0,69.5,49.5,91.0,50.0,47.5
27.5,70.0,50.5,70.0,72.0,70.0,50.0,91.0,49.5,48.0
28.5,70.5,51.0,70.0,72.5,70.5,51.0,92.0,50.5,48.0
28.5,71.5,51.0,71.0,73.0,71.0,50.5,93.5,51.0,48.5
28.5,71.5,51.0,71.5,73.0,70.0,50.5,93.5,51.0,49.5
28.5,72.0,51.0,72.0,73.0,71.5,51.0,94.0,51.5,50.0
29.0,72.0,51.5,72.0,73.0,72.0,51.0,94.0,51.5,50.0
29.5,73.0,52.0,72.5,74.0,73.0,51.0,95.0,52.0,50.5
29.5,73.5,52.0,73.0,74.0,73.0,52.0,95.5,52.0,52.0
30.0,74.0,52.5,73.0,,,52.5,95.5,53.0,52.0
30.5,74.0,53.0,74.0,74.5,74.0,52.5,96.0,53.0,52.0
31.0,74.5,53.5,74.0,75.0,74.0,53.0,96.0,53.0,52.0
31.0,74.5,54.0,74.0,75.0,74.0,53.0,96.0,54.0,53.0
31.5,75.5,54.0,75.0,76.0,75.0,54.0,97.0,54.0,53.5
32.0,75.5,54.5,75.5,76.0,75.5,54.0,97.5,54.5,53.5
32.5,75.5,54.5,75.5,76.5,75.5,54.0,98.0,55.0,54.0
32.5,76.0,55.0,75.5,77.0,76.0,55.0,98.0,55.0,54.0
33.0,76.5,55.0,76.0,77.0,76.0,55.0,98.5,55.5,54.0
33.5,77.0,56.0,76.0,77.5,76.0,55.0,98.5,56.0,54.5
34.0,77.0,56.5,76.5,78.0,76.5,56.0,99.0,56.5,55.0
34.5,77.5,57.0,77.0,78.5,77.0,56.5,99.5,57.0,55.0
35.0,77.5,57.0,77.0,78.5,77.0,56.5,99.5,57.0,55.5
35.0,77.5,57.0,77.0,79.0,77.5,57.0,99.5,57.0,55.5
36.0,77.5,58.0,77.5,79.0,78.0,57.5,100.0,58.0,56.0
36.5,78.0,58.5,77.5,80.0,78.0,58.0,100.0,58.5,56.0
37.0,78.0,59.0,78.0,80.5,78.0,58.5,100.5,20.0,112.0
37.0,78.5,59.0,77.5,81.0,78.0,58.5,100.5,20.0,112.0
,,59.5,78.0,81.0,78.5,59.0,100.5,19.5,112.0
38.0,78.5,60.0,78.5,,,60.0,101.0,20.5,112.0
39.0,79.0,60.5,78.5,82.0,79.0,61.0,101.0,20.5,112.0
39.0,79.0,61.0,78.5,83.0,79.0,61.0,101.0,20.0,112.0
39.0,79.0,61.0,79.0,83.0,79.0,61.0,101.5,20.0,112.0
40.0,79.0,62.0,79.0,84.0,79.0,61.0,101.5,21.0,112.0
41.0,79.0,63.0,79.0,84.5,78.5,62.5,101.5,41.5,85.0
41.0,79.5,63.0,78.5,85.0,79.0,62.5,101.5,63.0,57.5
41.0,79.0,63.0,78.5,85.0,79.0,63.0,102.0,63.0,57.5
42.5,79.5,64.0,79.0,85.5,79.5,63.5,101.5,63.5,57.5
42.5,79.5,64.0,79.0,86.5,79.5,64.5,101.5,64.0,57.0
42.5,79.5,65.0,79.0,86.5,79.5,64.5,101.5,64.5,57.5
43.5,79.5,65.0,79.5,86.5,79.5,64.5,101.5,65.0,57.5
44.5,79.5,65.5,79.0,87.5,79.5,66.0,102.0,43.0,85.0
44.5,79.5,66.0,79.0,88.5,79.5,66.5,101.5,43.5,85.0
44.5,79.5,67.0,79.0,88.5,79.5,66.5,101.5,43.5,85.0
45.0,79.5,67.0,79.0,88.5,79.5,66.5,101.5,43.5,85.0
46.0,79.0,67.0,79.0,89.5,79.5,67.5,101.5,44.0,85.0
46.5,79.5,68.0,79.0,90.5,79.5,68.5,101.5,44.5,85.0
46.5,79.5,68.0,79.0,90.5,79.5,68.5,101.5,44.5,85.0
47.0,79.0,69.0,79.0,90.5,79.5,68.5,101.5,44.5,85.0
48.0,79.0,69.0,79.0,91.0,80.0,69.5,101.5,21.0,112.0
48.0,79.0,70.0,79.0,92.0,79.0,70.0,101.0,21.0,112.0
48.5,78.5,70.5,78.5,92.0,79.0,70.5,101.5,45.5,85.0
49.0,78.5,71.0,78.5,93.0,79.0,71.0,101.0,45.5,85.0
49.5,78.0,71.0,78.5,93.0,79.0,71.0,100.5,21.0,112.0
50.5,78.0,71.5,78.0,94.0,78.5,72.0,100.5,19.5,112.0
50.5,77.5,72.5,77.5,95.0,79.0,72.0,100.0,20.0,112.0
50.5,77.5,72.5,77.5,95.0,78.0,72.5,100.0,45.5,84.0
51.0,77.5,72.5,77.5,95.0,77.5,73.0,99.5,72.0,56.0
52.0,77.0,73.0,78.0,96.0,77.0,73.5,99.5,46.0,84.0
52.5,77.5,74.0,77.0,96.5,77.5,74.5,99.5,47.5,84.0
52.5,76.5,75.0,77.0,96.5,77.5,74.5,99.5,47.5,84.0
