u0,v0,u1,v1,u2,v2,u3,v3,u4,v4,u5,v5
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,77.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,77.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,77.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,77.5
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,77.5
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,77.5
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,78.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,97.0,86.0,9.0,78.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,96.5,86.5,9.0,78.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,96.5,86.5,9.0,78.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,96.5,86.5,8.0,78.0
30.0,44.0,73.5,53.5,57.0,44.0,54.0,86.0,96.5,86.5,8.0,78.0
30.0,44.0,73.0,54.0,57.0,44.0,54.0,86.0,96.5,86.5,8.0,78.0
30.0,44.0,73.0,53.5,57.0,44.0,54.0,86.0,96.5,86.5,8.0,78.0
30.0,44.0,73.0,54.0,57.0,44.0,53.0,86.0,96.5,86.5,8.0,78.0
30.0,44.0,72.5,53.5,57.0,44.5,53.0,86.0,96.5,86.5,8.0,78.0
29.5,44.0,73.0,54.0,57.0,44.5,53.0,86.0,96.5,86.5,8.0,78.0
29.5,44.0,73.0,54.0,57.0,44.5,53.0,86.0,96.5,86.5,8.0,78.0
29.5,44.5,73.0,54.0,56.5,44.5,53.0,86.0,96.5,86.5,7.5,78.5
29.5,45.0,73.0,54.0,56.0,44.0,52.5,86.5,96.5,86.5,7.0,79.0
29.0,45.0,72.0,55.0,56.5,44.5,52.5,86.5,97.0,87.0,7.0,79.0
29.0,45.0,72.0,55.0,56.5,44.5,53.0,87.0,95.0,88.0,7.0,79.0
29.0,45.0,72.0,55.0,56.0,45.0,52.0,87.5,95.0,88.0,6.0,79.0
28.0,45.0,72.0,55.0,55.0,46.0,52.0,88.0,95.0,88.0,6.5,79.5
28.0,46.0,71.0,55.0,55.0,46.0,52.0,88.0,95.0,88.0,6.0,80.0
28.0,46.0,71.5,55.5,55.0,46.0,52.0,88.0,95.0,88.0,5.5,80.0
28.0,46.0,71.0,56.0,55.0,46.0,52.0,88.0,95.0,88.0,5.5,80.5
28.0,46.0,71.0,56.0,55.0,46.0,52.0,88.0,95.0,89.0,5.5,81.0
28.0,47.0,71.0,56.0,55.0,46.5,51.5,89.0,95.0,90.0,5.5,81.0
27.5,47.0,70.5,56.5,55.0,47.0,51.5,89.0,94.0,90.0,5.0,81.0
27.5,47.5,70.5,56.5,54.0,47.0,51.0,89.0,94.0,90.0,5.0,81.0
27.5,47.5,70.0,57.0,54.0,48.0,51.0,89.5,94.0,90.5,5.0,81.5
27.5,47.5,70.0,58.0,54.5,48.0,51.0,90.0,94.0,91.0,5.0,82.0
28.0,48.0,70.0,58.0,55.0,48.0,51.0,90.0,94.0,91.0,5.0,82.0
28.0,48.0,70.5,58.0,54.5,48.0,51.0,90.5,94.0,91.0,5.0,82.5
27.5,48.5,70.5,58.0,54.5,48.0,51.0,91.0,94.0,91.0,5.0,83.0
27.0,49.0,71.0,58.0,54.0,49.0,51.0,91.0,94.0,92.0,5.0,83.0
27.5,49.5,70.5,59.0,54.0,50.0,51.0,91.5,94.0,92.0,5.0,84.0
27.0,50.0,71.0,59.0,54.0,50.0,51.0,92.0,94.0,93.0,5.0,84.0
27.5,49.5,70.5,59.5,54.0,50.0,51.0,92.0,94.0,93.0,5.0,85.0
28.0,50.0,70.5,59.5,54.0,50.5,51.0,93.0,94.0,93.5,5.0,85.0
28.0,51.0,70.5,60.0,54.0,51.0,51.0,93.0,94.0,94.0,5.0,85.0
28.0,51.0,70.5,60.5,54.0,51.5,51.0,93.5,94.5,94.0,5.5,85.5
28.0,51.5,71.0,61.0,54.0,52.0,51.0,93.5,94.5,95.0,5.0,86.0
28.0,52.0,70.5,61.5,54.0,52.0,51.0,94.0,94.5,95.0,5.0,86.0
28.0,52.0,71.0,61.5,55.0,52.0,52.0,94.0,95.0,95.0,6.0,87.0
28.0,52.5,71.0,62.0,55.0,53.0,51.5,95.0,95.0,95.5,6.0,87.0
28.5,53.0,71.5,62.0,55.0,53.0,52.0,95.0,95.0,96.0,6.0,88.0
29.0,53.5,72.0,62.5,55.5,53.5,52.0,95.5,95.5,97.0,6.0,88.0
29.0,53.5,72.0,63.0,55.5,54.0,52.0,96.0,96.0,97.0,6.0,88.0
29.0,54.0,72.5,63.5,56.0,54.0,52.5,96.0,96.0,97.5,6.5,89.0
30.0,54.0,72.5,63.5,56.0,54.5,52.5,96.5,96.0,98.0,7.0,89.0
30.0,54.5,72.5,63.5,56.0,54.5,53.0,97.0,96.5,98.0,7.0,89.0
30.0,55.0,73.0,64.0,56.5,55.0,53.0,97.0,97.0,98.0,8.0,90.0
30.0,55.0,73.0,64.0,57.0,55.5,53.0,98.0,97.0,99.0,8.0,90.0
31.0,56.0,73.5,64.5,57.0,56.0,54.0,98.0,98.0,99.0,8.0,90.0
31.0,55.5,74.0,65.0,57.5,56.0,54.0,98.0,98.0,99.5,9.0,91.0
32.0,56.0,74.0,65.0,58.0,56.0,54.5,98.0,98.0,100.0,9.0,91.0
32.0,56.0,74.5,65.5,58.0,56.0,55.0,99.0,99.0,100.0,10.0,91.0
32.0,56.0,75.0,65.5,58.0,56.0,55.0,99.0,99.0,100.0,10.0,91.0
33.0,57.0,75.0,66.0,58.0,57.0,55.5,99.0,100.0,101.0,10.0,91.0
33.0,57.0,76.0,66.0,46.0,91.0,56.0,99.0,100.0,101.0,11.0,92.0
33.5,57.0,76.0,66.0,59.5,57.5,56.5,99.5,100.5,101.0,11.5,92.0
34.0,57.0,76.5,66.0,60.0,57.0,56.5,99.5,101.0,101.0,12.0,92.0
34.5,57.5,77.0,66.0,60.5,57.5,57.0,100.0,101.5,101.5,12.0,92.0
35.0,58.0,77.5,66.5,61.0,58.0,58.0,100.0,102.0,102.0,13.0,92.0
35.0,57.5,78.0,66.5,61.5,57.5,58.0,100.0,102.0,102.0,13.0,92.0
36.0,57.5,78.5,67.0,62.0,58.0,58.5,100.0,102.5,102.0,14.0,92.0
36.0,57.5,78.5,67.0,62.0,58.0,59.0,100.0,103.0,102.0,14.0,92.0
36.5,57.5,79.0,67.0,62.5,58.0,59.0,100.0,104.0,102.0,15.0,92.0
37.0,57.5,79.0,67.0,63.0,58.0,60.0,100.0,105.0,102.0,15.0,92.0
37.0,57.5,80.0,67.0,64.0,58.0,60.0,100.0,105.0,102.0,16.0,92.0
38.0,57.5,80.5,67.0,64.0,58.0,61.0,100.0,105.5,102.0,16.0,92.0
38.5,57.5,80.5,67.0,64.0,58.0,61.0,100.0,106.0,102.0,17.0,92.0
39.0,57.5,81.0,67.0,64.0,58.0,62.0,100.0,106.0,102.0,17.5,92.0
